"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Republican Party","CH","Ted Cruz","174","174","11"
"President Republican Party","CH","John R. Kasich","174","174","12"
"President Republican Party","CH","Donald J. Trump","174","174","128"
"President Republican Party","CH","Ben Carson","175","175","8"
"President Republican Party","CH","Ted Cruz","175","175","23"
"President Republican Party","CH","John R. Kasich","175","175","39"
"President Republican Party","CH","Donald J. Trump","175","175","190"
"President Republican Party","CH","Ben Carson","181","181","5"
"President Republican Party","CH","Ted Cruz","181","181","11"
"President Republican Party","CH","John R. Kasich","181","181","9"
"President Republican Party","CH","Donald J. Trump","181","181","176"
"President Republican Party","CH","Ben Carson","182","182","8"
"President Republican Party","CH","Ted Cruz","182","182","10"
"President Republican Party","CH","John R. Kasich","182","182","15"
"President Republican Party","CH","Donald J. Trump","182","182","135"
"President Republican Party","CH","Ben Carson","183","183","5"
"President Republican Party","CH","Ted Cruz","183","183","9"
"President Republican Party","CH","John R. Kasich","183","183","14"
"President Republican Party","CH","Donald J. Trump","183","183","65"
"President Republican Party","CH","Ben Carson","190","190","3"
"President Republican Party","CH","Ted Cruz","190","190","9"
"President Republican Party","CH","John R. Kasich","190","190","1"
"President Republican Party","CH","Donald J. Trump","190","190","5"
"President Republican Party","CH","Ben Carson","210","210","6"
"President Republican Party","CH","Ted Cruz","210","210","4"
"President Republican Party","CH","John R. Kasich","210","210","15"
"President Republican Party","CH","Donald J. Trump","210","210","81"
"President Republican Party","CH","Ben Carson","220","220","11"
"President Republican Party","CH","Ted Cruz","220","220","10"
"President Republican Party","CH","John R. Kasich","220","220","17"
"President Republican Party","CH","Donald J. Trump","220","220","118"
"President Republican Party","CH","Ben Carson","310","310","4"
"President Republican Party","CH","Ted Cruz","310","310","9"
"President Republican Party","CH","John R. Kasich","310","310","2"
"President Republican Party","CH","Donald J. Trump","310","310","70"
"President Republican Party","CH","Ben Carson","320","320","9"
"President Republican Party","CH","Ted Cruz","320","320","23"
"President Republican Party","CH","John R. Kasich","320","320","14"
"President Republican Party","CH","Donald J. Trump","320","320","90"
"President Republican Party","CH","Ben Carson","330","330","8"
"President Republican Party","CH","Ted Cruz","330","330","28"
"President Republican Party","CH","John R. Kasich","330","330","10"
"President Republican Party","CH","Donald J. Trump","330","330","108"
"President Republican Party","CH","Ben Carson","410","410","7"
"President Republican Party","CH","Ted Cruz","410","410","14"
"President Republican Party","CH","John R. Kasich","410","410","14"
"President Republican Party","CH","Donald J. Trump","410","410","132"
"President Republican Party","CH","Ben Carson","420","420","8"
"President Republican Party","CH","Ted Cruz","420","420","20"
"President Republican Party","CH","John R. Kasich","420","420","22"
"President Republican Party","CH","Donald J. Trump","420","420","136"
"President Republican Party","CH","Ben Carson","430","430","16"
"President Republican Party","CH","Ted Cruz","430","430","33"
"President Republican Party","CH","John R. Kasich","430","430","18"
"President Republican Party","CH","Donald J. Trump","430","430","195"
"President Republican Party","CH","Ben Carson","440","440","15"
"President Republican Party","CH","Ted Cruz","440","440","30"
"President Republican Party","CH","John R. Kasich","440","440","28"
"President Republican Party","CH","Donald J. Trump","440","440","209"
"President Republican Party","CH","Ben Carson","450","450","10"
"President Republican Party","CH","Ted Cruz","450","450","26"
"President Republican Party","CH","John R. Kasich","450","450","27"
"President Republican Party","CH","Donald J. Trump","450","450","163"
"President Republican Party","CH","Ben Carson","460","460","13"
"President Republican Party","CH","Ted Cruz","460","460","20"
"President Republican Party","CH","John R. Kasich","460","460","16"
"President Republican Party","CH","Donald J. Trump","460","460","168"
"President Republican Party","CH","Ben Carson","470","470","10"
"President Republican Party","CH","Ted Cruz","470","470","24"
"President Republican Party","CH","John R. Kasich","470","470","30"
"President Republican Party","CH","Donald J. Trump","470","470","134"
"President Republican Party","CH","Ben Carson","480","480","9"
"President Republican Party","CH","Ted Cruz","480","480","29"
"President Republican Party","CH","John R. Kasich","480","480","20"
"President Republican Party","CH","Donald J. Trump","480","480","154"
"President Republican Party","CH","Ben Carson","490","490","2"
"President Republican Party","CH","Ted Cruz","490","490","13"
"President Republican Party","CH","John R. Kasich","490","490","10"
"President Republican Party","CH","Donald J. Trump","490","490","105"
"President Republican Party","CH","Ben Carson","510","510","7"
"President Republican Party","CH","Ted Cruz","510","510","20"
"President Republican Party","CH","John R. Kasich","510","510","6"
"President Republican Party","CH","Donald J. Trump","510","510","134"
"President Republican Party","CH","Ben Carson","520","520","15"
"President Republican Party","CH","Ted Cruz","520","520","33"
"President Republican Party","CH","John R. Kasich","520","520","58"
"President Republican Party","CH","Donald J. Trump","520","520","276"
"President Republican Party","CH","Ben Carson","530","530","12"
"President Republican Party","CH","Ted Cruz","530","530","23"
"President Republican Party","CH","John R. Kasich","530","530","21"
"President Republican Party","CH","Donald J. Trump","530","530","228"
"President Republican Party","CH","Ben Carson","540","540","6"
"President Republican Party","CH","Ted Cruz","540","540","19"
"President Republican Party","CH","John R. Kasich","540","540","17"
"President Republican Party","CH","Donald J. Trump","540","540","189"
"President Republican Party","CH","Ben Carson","560","560","7"
"President Republican Party","CH","Ted Cruz","560","560","33"
"President Republican Party","CH","John R. Kasich","560","560","13"
"President Republican Party","CH","Donald J. Trump","560","560","165"
"President Republican Party","CH","Ben Carson","580","580","7"
"President Republican Party","CH","Ted Cruz","580","580","16"
"President Republican Party","CH","John R. Kasich","580","580","12"
"President Republican Party","CH","Donald J. Trump","580","580","143"
"President Republican Party","CH","Ben Carson","590","590","15"
"President Republican Party","CH","Ted Cruz","590","590","16"
"President Republican Party","CH","John R. Kasich","590","590","26"
"President Republican Party","CH","Donald J. Trump","590","590","181"
"President Republican Party","CH","Ben Carson","610","610","10"
"President Republican Party","CH","Ted Cruz","610","610","12"
"President Republican Party","CH","John R. Kasich","610","610","8"
"President Republican Party","CH","Donald J. Trump","610","610","146"
"President Republican Party","CH","Ben Carson","710","710","12"
"President Republican Party","CH","Ted Cruz","710","710","9"
"President Republican Party","CH","John R. Kasich","710","710","10"
"President Republican Party","CH","Donald J. Trump","710","710","113"
"President Republican Party","CH","Ben Carson","720","720","13"
"President Republican Party","CH","Ted Cruz","720","720","17"
"President Republican Party","CH","John R. Kasich","720","720","22"
"President Republican Party","CH","Donald J. Trump","720","720","199"
"President Republican Party","CH","Ben Carson","730","730","13"
"President Republican Party","CH","Ted Cruz","730","730","7"
"President Republican Party","CH","John R. Kasich","730","730","16"
"President Republican Party","CH","Donald J. Trump","730","730","134"
"President Republican Party","CH","Ben Carson","1149","1149","1"
"President Republican Party","CH","Ted Cruz","1149","1149","0"
"President Republican Party","CH","John R. Kasich","1149","1149","5"
"President Republican Party","CH","Donald J. Trump","1149","1149","14"
"President Republican Party","CH","Ben Carson","1150","1150","2"
"President Republican Party","CH","Ted Cruz","1150","1150","0"
"President Republican Party","CH","John R. Kasich","1150","1150","0"
"President Republican Party","CH","Donald J. Trump","1150","1150","5"
"President Republican Party","CH","Ben Carson","1151(*)","1151","0"
"President Republican Party","CH","Ted Cruz","1151(*)","1151","0"
"President Republican Party","CH","John R. Kasich","1151(*)","1151","0"
"President Republican Party","CH","Donald J. Trump","1151(*)","1151","0"
"President Republican Party","CH","Ben Carson","1152","1152","2"
"President Republican Party","CH","Ted Cruz","1152","1152","3"
"President Republican Party","CH","John R. Kasich","1152","1152","5"
"President Republican Party","CH","Donald J. Trump","1152","1152","12"
"President Republican Party","CH","Ben Carson","1153","1153","0"
"President Republican Party","CH","Ted Cruz","1153","1153","2"
"President Republican Party","CH","John R. Kasich","1153","1153","2"
"President Republican Party","CH","Donald J. Trump","1153","1153","8"
"President Republican Party","CH","Ben Carson","1290(*)","1290","0"
"President Republican Party","CH","Ted Cruz","1290(*)","1290","0"
"President Republican Party","CH","John R. Kasich","1290(*)","1290","0"
"President Republican Party","CH","Donald J. Trump","1290(*)","1290","0"
"President Republican Party","CM","Ben Carson","Total","-1","460"
"President Republican Party","CM","Ted Cruz","Total","-1","994"
"President Republican Party","CM","John R. Kasich","Total","-1","834"
"President Republican Party","CM","Donald J. Trump","Total","-1","8116"
"President Republican Party","CM","Ben Carson","PORT ANGELES 101","101","7"
"President Republican Party","CM","Ted Cruz","PORT ANGELES 101","101","7"
"President Republican Party","CM","John R. Kasich","PORT ANGELES 101","101","13"
"President Republican Party","CM","Donald J. Trump","PORT ANGELES 101","101","94"
