,,,,,Registration,Votes,
93422047,Woodard Creek,Rep 22-2,22,R,Kevin Bonagofski,108,
93422058,Skokomish,Rep 22-2,22,R,Kevin Bonagofski,56,
93422063,Ames,Rep 22-2,22,R,Kevin Bonagofski,78,
33422064,Airport,Rep 22-2,22,R,Kevin Bonagofski,12,
93422065,Luhr Beach,Rep 22-2,22,R,Kevin Bonagofski,155,
93422066,Fish Trap,Rep 22-2,22,R,Kevin Bonagofski,88,
33422069,Simmons 3,Rep 22-2,22,R,Kevin Bonagofski,4,
33422070,Simmons 4,Rep 22-2,22,R,Kevin Bonagofski,5,
93422075,Long Lake,Rep 22-2,22,R,Kevin Bonagofski,43,
93422076,Hawk Acres,Rep 22-2,22,R,Kevin Bonagofski,81,
93422080,Tolmie,Rep 22-2,22,R,Kevin Bonagofski,70,
93422082,Glen Terra,Rep 22-2,22,R,Kevin Bonagofski,29,
33422084,Trosper Lake,Rep 22-2,22,R,Kevin Bonagofski,16,
93422088,Woodland,Rep 22-2,22,R,Kevin Bonagofski,111,
33422090,Sweet Briar,Rep 22-2,22,R,Kevin Bonagofski,154,
93422101,Zangle,Rep 22-2,22,R,Kevin Bonagofski,105,
93422102,Boston Harbor,Rep 22-2,22,R,Kevin Bonagofski,65,
93422103,Gull Harbor,Rep 22-2,22,R,Kevin Bonagofski,68,
93422104,Friendly Grove,Rep 22-2,22,R,Kevin Bonagofski,70,
93422105,South Bay,Rep 22-2,22,R,Kevin Bonagofski,135,
93422106,Puget,Rep 22-2,22,R,Kevin Bonagofski,152,
93422107,Bigelow,Rep 22-2,22,R,Kevin Bonagofski,117,
33422108,Kirsop,Rep 22-2,22,R,Kevin Bonagofski,70,
93422109,Pleasant Glade,Rep 22-2,22,R,Kevin Bonagofski,61,
93422110,Montgomery,Rep 22-2,22,R,Kevin Bonagofski,53,
93422112,Roosevelt,Rep 22-2,22,R,Kevin Bonagofski,160,
93422113,Kinwood,Rep 22-2,22,R,Kevin Bonagofski,159,
33422114,McKinley,Rep 22-2,22,R,Kevin Bonagofski,32,
93422117,Hicks,Rep 22-2,22,R,Kevin Bonagofski,18,
33422123,Freedom,Rep 22-2,22,R,Kevin Bonagofski,151,
33422129,College,Rep 22-2,22,R,Kevin Bonagofski,11,
33422134,Cooper Point,Rep 22-2,22,R,Kevin Bonagofski,119,
33422135,Butler Cove,Rep 22-2,22,R,Kevin Bonagofski,95,
33422136,Broadway,Rep 22-2,22,R,Kevin Bonagofski,171,
33422139,Plainview,Rep 22-2,22,R,Kevin Bonagofski,158,
33422143,Bush,Rep 22-2,22,R,Kevin Bonagofski,23,
93422159,Meridian,Rep 22-2,22,R,Kevin Bonagofski,62,
93422160,Johnson Point,Rep 22-2,22,R,Kevin Bonagofski,158,
33422161,Wards,Rep 22-2,22,R,Kevin Bonagofski,61,
93422162,Thompson,Rep 22-2,22,R,Kevin Bonagofski,72,
33422163,Smith Lake,Rep 22-2,22,R,Kevin Bonagofski,87,
93422168,Holmes,Rep 22-2,22,R,Kevin Bonagofski,119,
33422172,Tykle Cove,Rep 22-2,22,R,Kevin Bonagofski,114,
33422174,French,Rep 22-2,22,R,Kevin Bonagofski,97,
33422175,Sunset Beach,Rep 22-2,22,R,Kevin Bonagofski,96,
93422176,Henderson,Rep 22-2,22,R,Kevin Bonagofski,139,
33422177,Israel,Rep 22-2,22,R,Kevin Bonagofski,1,
93422178,Pattison,Rep 22-2,22,R,Kevin Bonagofski,133,
33422181,Glenwood,Rep 22-2,22,R,Kevin Bonagofski,23,
93422183,Beach Crest,Rep 22-2,22,R,Kevin Bonagofski,101,
33422186,Wilderness,Rep 22-2,22,R,Kevin Bonagofski,141,
93422189,Sleater Kinney,Rep 22-2,22,R,Kevin Bonagofski,81,
93422195,Libby,Rep 22-2,22,R,Kevin Bonagofski,87,
33422201,Olympia 1,Rep 22-2,22,R,Kevin Bonagofski,32,
33422202,Olympia 2,Rep 22-2,22,R,Kevin Bonagofski,68,
33422203,Olympia 3,Rep 22-2,22,R,Kevin Bonagofski,55,
33422204,Olympia 4,Rep 22-2,22,R,Kevin Bonagofski,75,
33422205,Olmypia 5,Rep 22-2,22,R,Kevin Bonagofski,20,
33422206,Olympia 6,Rep 22-2,22,R,Kevin Bonagofski,123,
33422207,Olympia 7,Rep 22-2,22,R,Kevin Bonagofski,31,
33422208,Olympia 8,Rep 22-2,22,R,Kevin Bonagofski,109,
33422209,Olympia 9,Rep 22-2,22,R,Kevin Bonagofski,148,
33422210,Olympia 10,Rep 22-2,22,R,Kevin Bonagofski,41,
33422211,Olympia 11,Rep 22-2,22,R,Kevin Bonagofski,47,
33422212,Olympia 12,Rep 22-2,22,R,Kevin Bonagofski,151,
33422213,Olympia 13,Rep 22-2,22,R,Kevin Bonagofski,47,
33422214,Olympia 14,Rep 22-2,22,R,Kevin Bonagofski,52,
33422215,Olympia 15,Rep 22-2,22,R,Kevin Bonagofski,24,
33422216,Olympia 16,Rep 22-2,22,R,Kevin Bonagofski,12,
93422217,Olympia 17,Rep 22-2,22,R,Kevin Bonagofski,86,
33422218,Olympia 18,Rep 22-2,22,R,Kevin Bonagofski,39,
33422219,Olympia 19,Rep 22-2,22,R,Kevin Bonagofski,76,
33422220,Olympia 20,Rep 22-2,22,R,Kevin Bonagofski,24,
93422221,Olympia 21,Rep 22-2,22,R,Kevin Bonagofski,91,
93422223,Olympia 23,Rep 22-2,22,R,Kevin Bonagofski,86,
33422224,Olympia 24,Rep 22-2,22,R,Kevin Bonagofski,55,
33422225,Olympia 25,Rep 22-2,22,R,Kevin Bonagofski,64,
33422226,Olympia 26,Rep 22-2,22,R,Kevin Bonagofski,44,
33422227,Olympia 27,Rep 22-2,22,R,Kevin Bonagofski,38,
33422228,Olympia 28,Rep 22-2,22,R,Kevin Bonagofski,50,
33422229,Olympia 29,Rep 22-2,22,R,Kevin Bonagofski,147,
33422230,Olympia 30,Rep 22-2,22,R,Kevin Bonagofski,38,
33422231,Olympia 31,Rep 22-2,22,R,Kevin Bonagofski,85,
33422232,Olympia 32,Rep 22-2,22,R,Kevin Bonagofski,117,
33422235,Olympia 35,Rep 22-2,22,R,Kevin Bonagofski,101,
33422236,Olympia 36,Rep 22-2,22,R,Kevin Bonagofski,25,
33422237,Olympia 37,Rep 22-2,22,R,Kevin Bonagofski,88,
33422238,Olympia 38,Rep 22-2,22,R,Kevin Bonagofski,15,
33422239,Olympia 39,Rep 22-2,22,R,Kevin Bonagofski,86,
33422240,Olympia 40,Rep 22-2,22,R,Kevin Bonagofski,62,
33422241,Olympia 41,Rep 22-2,22,R,Kevin Bonagofski,41,
33422242,Olympia 42,Rep 22-2,22,R,Kevin Bonagofski,33,
33422243,Olympia 43,Rep 22-2,22,R,Kevin Bonagofski,64,
33422244,Olympia 44,Rep 22-2,22,R,Kevin Bonagofski,8,
93422245,Olympia 45,Rep 22-2,22,R,Kevin Bonagofski,47,
93422246,Olympia 46,Rep 22-2,22,R,Kevin Bonagofski,150,
33422247,Olympia 47,Rep 22-2,22,R,Kevin Bonagofski,66,
33422248,Olympia 48,Rep 22-2,22,R,Kevin Bonagofski,96,
33422249,Olympia 49,Rep 22-2,22,R,Kevin Bonagofski,28,
33422250,Olympia 50,Rep 22-2,22,R,Kevin Bonagofski,31,
33422251,Olympia 51,Rep 22-2,22,R,Kevin Bonagofski,136,
33422252,Olympia 52,Rep 22-2,22,R,Kevin Bonagofski,39,
93422253,Olympia 53,Rep 22-2,22,R,Kevin Bonagofski,103,
33422254,Olympia 54,Rep 22-2,22,R,Kevin Bonagofski,20,
93422301,Lacey 1,Rep 22-2,22,R,Kevin Bonagofski,37,
93422302,Lacey 2,Rep 22-2,22,R,Kevin Bonagofski,78,
93422303,Lacey 3,Rep 22-2,22,R,Kevin Bonagofski,118,
93422304,Lacey 4,Rep 22-2,22,R,Kevin Bonagofski,56,
93422305,Lacey 5,Rep 22-2,22,R,Kevin Bonagofski,71,
93422306,Lacey 6,Rep 22-2,22,R,Kevin Bonagofski,35,
93422307,Lacey 7,Rep 22-2,22,R,Kevin Bonagofski,81,
93422308,Lacey 8,Rep 22-2,22,R,Kevin Bonagofski,51,
93422309,Lacey 9,Rep 22-2,22,R,Kevin Bonagofski,46,
93422310,Lacey 10,Rep 22-2,22,R,Kevin Bonagofski,113,
93422311,Lacey 11,Rep 22-2,22,R,Kevin Bonagofski,79,
33422312,Lacey 12,Rep 22-2,22,R,Kevin Bonagofski,13,
93422313,Lacey 13,Rep 22-2,22,R,Kevin Bonagofski,33,
93422314,Lacey 14,Rep 22-2,22,R,Kevin Bonagofski,37,
93422315,Lacey 15,Rep 22-2,22,R,Kevin Bonagofski,110,
93422316,Lacey 16,Rep 22-2,22,R,Kevin Bonagofski,89,
93422317,Lacey 17,Rep 22-2,22,R,Kevin Bonagofski,88,
93422318,Lacey 18,Rep 22-2,22,R,Kevin Bonagofski,138,
93422319,Lacey 19,Rep 22-2,22,R,Kevin Bonagofski,58,
93422320,Lacey 20,Rep 22-2,22,R,Kevin Bonagofski,66,
93422321,Lacey 21,Rep 22-2,22,R,Kevin Bonagofski,67,
33422322,Lacey 22,Rep 22-2,22,R,Kevin Bonagofski,223,
93422323,Lacey 23,Rep 22-2,22,R,Kevin Bonagofski,62,
93422324,Lacey 24,Rep 22-2,22,R,Kevin Bonagofski,437,
93422327,Lacey 27,Rep 22-2,22,R,Kevin Bonagofski,103,
93422328,Lacey 28,Rep 22-2,22,R,Kevin Bonagofski,73,
93422329,Lacey 29,Rep 22-2,22,R,Kevin Bonagofski,99,
93422330,Lacey 30,Rep 22-2,22,R,Kevin Bonagofski,167,
93422331,Lacey 31,Rep 22-2,22,R,Kevin Bonagofski,202,
93422332,Lacey 32,Rep 22-2,22,R,Kevin Bonagofski,115,
93422333,Lacey 33,Rep 22-2,22,R,Kevin Bonagofski,48,
93422334,Lacey 34,Rep 22-2,22,R,Kevin Bonagofski,44,
93422335,Lacey 35,Rep 22-2,22,R,Kevin Bonagofski,49,
33422336,Lacey 36,Rep 22-2,22,R,Kevin Bonagofski,43,
33422337,Lacey 37,Rep 22-2,22,R,Kevin Bonagofski,26,
33422401,Tumwater 1,Rep 22-2,22,R,Kevin Bonagofski,117,
33422402,Tumwater 2,Rep 22-2,22,R,Kevin Bonagofski,72,
33422403,Tumwater 3,Rep 22-2,22,R,Kevin Bonagofski,54,
33422404,Tumwater 4,Rep 22-2,22,R,Kevin Bonagofski,63,
33422405,Tumwater 5,Rep 22-2,22,R,Kevin Bonagofski,63,
33422406,Tumwater 6,Rep 22-2,22,R,Kevin Bonagofski,87,
33422407,Tumwater 7,Rep 22-2,22,R,Kevin Bonagofski,84,
33422408,Tumwater 8,Rep 22-2,22,R,Kevin Bonagofski,80,
33422409,Tumwater 9,Rep 22-2,22,R,Kevin Bonagofski,65,
33422410,Tumwater 10,Rep 22-2,22,R,Kevin Bonagofski,112,
33422411,Tumwater 11,Rep 22-2,22,R,Kevin Bonagofski,107,
33422412,Tumwater 12,Rep 22-2,22,R,Kevin Bonagofski,76,
33422413,Tumwater 13,Rep 22-2,22,R,Kevin Bonagofski,45,
33422414,Tumwater 14,Rep 22-2,22,R,Kevin Bonagofski,44,
33422415,Tumwater 15,Rep 22-2,22,R,Kevin Bonagofski,107,
33422421,Tumwater 21,Rep 22-2,22,R,Kevin Bonagofski,35,
93499999,Suppressed voters,Rep 22-2,22,R,Kevin Bonagofski,24,
THURSTON WA,THURSTON WA,Rep 22-2,22,R,Kevin Bonagofski,12351,
93422039,Jones Beach,Rep 22-2,22,,write-in,0,
93422047,Woodard Creek,Rep 22-2,22,,write-in,0,
93422058,Skokomish,Rep 22-2,22,,write-in,0,
93422063,Ames,Rep 22-2,22,,write-in,1,
33422064,Airport,Rep 22-2,22,,write-in,1,
93422065,Luhr Beach,Rep 22-2,22,,write-in,1,
93422066,Fish Trap,Rep 22-2,22,,write-in,0,
33422069,Simmons 3,Rep 22-2,22,,write-in,0,
33422070,Simmons 4,Rep 22-2,22,,write-in,0,
93422075,Long Lake,Rep 22-2,22,,write-in,0,
93422076,Hawk Acres,Rep 22-2,22,,write-in,0,
93422080,Tolmie,Rep 22-2,22,,write-in,1,
93422082,Glen Terra,Rep 22-2,22,,write-in,0,
33422084,Trosper Lake,Rep 22-2,22,,write-in,0,
93422088,Woodland,Rep 22-2,22,,write-in,0,
33422090,Sweet Briar,Rep 22-2,22,,write-in,0,
93422101,Zangle,Rep 22-2,22,,write-in,0,
93422102,Boston Harbor,Rep 22-2,22,,write-in,0,
93422103,Gull Harbor,Rep 22-2,22,,write-in,1,
93422104,Friendly Grove,Rep 22-2,22,,write-in,0,
93422105,South Bay,Rep 22-2,22,,write-in,1,
93422106,Puget,Rep 22-2,22,,write-in,2,
93422107,Bigelow,Rep 22-2,22,,write-in,0,
33422108,Kirsop,Rep 22-2,22,,write-in,0,
93422109,Pleasant Glade,Rep 22-2,22,,write-in,1,
93422110,Montgomery,Rep 22-2,22,,write-in,0,
93422112,Roosevelt,Rep 22-2,22,,write-in,0,
93422113,Kinwood,Rep 22-2,22,,write-in,1,
33422114,McKinley,Rep 22-2,22,,write-in,0,
93422117,Hicks,Rep 22-2,22,,write-in,0,
33422123,Freedom,Rep 22-2,22,,write-in,2,
33422129,College,Rep 22-2,22,,write-in,2,
33422134,Cooper Point,Rep 22-2,22,,write-in,1,
33422135,Butler Cove,Rep 22-2,22,,write-in,2,
33422136,Broadway,Rep 22-2,22,,write-in,3,
33422139,Plainview,Rep 22-2,22,,write-in,4,
33422143,Bush,Rep 22-2,22,,write-in,0,
93422159,Meridian,Rep 22-2,22,,write-in,0,
93422160,Johnson Point,Rep 22-2,22,,write-in,0,
33422161,Wards,Rep 22-2,22,,write-in,0,
93422162,Thompson,Rep 22-2,22,,write-in,1,
33422163,Smith Lake,Rep 22-2,22,,write-in,1,
93422168,Holmes,Rep 22-2,22,,write-in,0,
33422172,Tykle Cove,Rep 22-2,22,,write-in,1,
33422174,French,Rep 22-2,22,,write-in,1,
33422175,Sunset Beach,Rep 22-2,22,,write-in,0,
93422176,Henderson,Rep 22-2,22,,write-in,1,
33422177,Israel,Rep 22-2,22,,write-in,0,
93422178,Pattison,Rep 22-2,22,,write-in,0,
33422181,Glenwood,Rep 22-2,22,,write-in,0,
93422183,Beach Crest,Rep 22-2,22,,write-in,0,
33422186,Wilderness,Rep 22-2,22,,write-in,0,
93422189,Sleater Kinney,Rep 22-2,22,,write-in,0,
93422195,Libby,Rep 22-2,22,,write-in,2,
33422201,Olympia 1,Rep 22-2,22,,write-in,0,
33422202,Olympia 2,Rep 22-2,22,,write-in,0,
33422203,Olympia 3,Rep 22-2,22,,write-in,2,
33422204,Olympia 4,Rep 22-2,22,,write-in,3,
33422205,Olmypia 5,Rep 22-2,22,,write-in,3,
33422206,Olympia 6,Rep 22-2,22,,write-in,1,
33422207,Olympia 7,Rep 22-2,22,,write-in,0,
33422208,Olympia 8,Rep 22-2,22,,write-in,2,
33422209,Olympia 9,Rep 22-2,22,,write-in,0,
33422210,Olympia 10,Rep 22-2,22,,write-in,2,
33422211,Olympia 11,Rep 22-2,22,,write-in,0,
33422212,Olympia 12,Rep 22-2,22,,write-in,0,
33422213,Olympia 13,Rep 22-2,22,,write-in,1,
33422214,Olympia 14,Rep 22-2,22,,write-in,2,
33422215,Olympia 15,Rep 22-2,22,,write-in,2,
33422216,Olympia 16,Rep 22-2,22,,write-in,0,
93422217,Olympia 17,Rep 22-2,22,,write-in,0,
33422218,Olympia 18,Rep 22-2,22,,write-in,3,
33422219,Olympia 19,Rep 22-2,22,,write-in,3,
33422220,Olympia 20,Rep 22-2,22,,write-in,2,
93422221,Olympia 21,Rep 22-2,22,,write-in,1,
93422223,Olympia 23,Rep 22-2,22,,write-in,5,
33422224,Olympia 24,Rep 22-2,22,,write-in,0,
33422225,Olympia 25,Rep 22-2,22,,write-in,0,
33422226,Olympia 26,Rep 22-2,22,,write-in,1,
33422227,Olympia 27,Rep 22-2,22,,write-in,0,
33422228,Olympia 28,Rep 22-2,22,,write-in,1,
33422229,Olympia 29,Rep 22-2,22,,write-in,0,
33422230,Olympia 30,Rep 22-2,22,,write-in,0,
33422231,Olympia 31,Rep 22-2,22,,write-in,0,
33422232,Olympia 32,Rep 22-2,22,,write-in,1,
33422235,Olympia 35,Rep 22-2,22,,write-in,0,
33422236,Olympia 36,Rep 22-2,22,,write-in,0,
33422237,Olympia 37,Rep 22-2,22,,write-in,2,
33422238,Olympia 38,Rep 22-2,22,,write-in,0,
33422239,Olympia 39,Rep 22-2,22,,write-in,2,
33422240,Olympia 40,Rep 22-2,22,,write-in,1,
33422241,Olympia 41,Rep 22-2,22,,write-in,1,
33422242,Olympia 42,Rep 22-2,22,,write-in,0,
33422243,Olympia 43,Rep 22-2,22,,write-in,1,
33422244,Olympia 44,Rep 22-2,22,,write-in,1,
93422245,Olympia 45,Rep 22-2,22,,write-in,0,
93422246,Olympia 46,Rep 22-2,22,,write-in,0,
33422247,Olympia 47,Rep 22-2,22,,write-in,1,
33422248,Olympia 48,Rep 22-2,22,,write-in,1,
33422249,Olympia 49,Rep 22-2,22,,write-in,0,
33422250,Olympia 50,Rep 22-2,22,,write-in,2,
33422251,Olympia 51,Rep 22-2,22,,write-in,0,
33422252,Olympia 52,Rep 22-2,22,,write-in,3,
93422253,Olympia 53,Rep 22-2,22,,write-in,1,
33422254,Olympia 54,Rep 22-2,22,,write-in,3,
93422301,Lacey 1,Rep 22-2,22,,write-in,1,
93422302,Lacey 2,Rep 22-2,22,,write-in,1,
93422303,Lacey 3,Rep 22-2,22,,write-in,3,
93422304,Lacey 4,Rep 22-2,22,,write-in,0,
93422305,Lacey 5,Rep 22-2,22,,write-in,0,
93422306,Lacey 6,Rep 22-2,22,,write-in,0,
93422307,Lacey 7,Rep 22-2,22,,write-in,1,
93422308,Lacey 8,Rep 22-2,22,,write-in,0,
93422309,Lacey 9,Rep 22-2,22,,write-in,1,
93422310,Lacey 10,Rep 22-2,22,,write-in,1,
93422311,Lacey 11,Rep 22-2,22,,write-in,0,
33422312,Lacey 12,Rep 22-2,22,,write-in,0,
93422313,Lacey 13,Rep 22-2,22,,write-in,0,
93422314,Lacey 14,Rep 22-2,22,,write-in,0,
93422315,Lacey 15,Rep 22-2,22,,write-in,0,
93422316,Lacey 16,Rep 22-2,22,,write-in,0,
93422317,Lacey 17,Rep 22-2,22,,write-in,1,
93422318,Lacey 18,Rep 22-2,22,,write-in,0,
93422319,Lacey 19,Rep 22-2,22,,write-in,1,
93422320,Lacey 20,Rep 22-2,22,,write-in,0,
93422321,Lacey 21,Rep 22-2,22,,write-in,2,
33422322,Lacey 22,Rep 22-2,22,,write-in,3,
93422323,Lacey 23,Rep 22-2,22,,write-in,0,
93422324,Lacey 24,Rep 22-2,22,,write-in,1,
93422327,Lacey 27,Rep 22-2,22,,write-in,0,
93422328,Lacey 28,Rep 22-2,22,,write-in,2,
93422329,Lacey 29,Rep 22-2,22,,write-in,0,
93422330,Lacey 30,Rep 22-2,22,,write-in,1,
93422331,Lacey 31,Rep 22-2,22,,write-in,4,
93422332,Lacey 32,Rep 22-2,22,,write-in,1,
93422333,Lacey 33,Rep 22-2,22,,write-in,1,
93422334,Lacey 34,Rep 22-2,22,,write-in,2,
93422335,Lacey 35,Rep 22-2,22,,write-in,2,
33422336,Lacey 36,Rep 22-2,22,,write-in,1,
33422337,Lacey 37,Rep 22-2,22,,write-in,1,
33422401,Tumwater 1,Rep 22-2,22,,write-in,1,
33422402,Tumwater 2,Rep 22-2,22,,write-in,0,
33422403,Tumwater 3,Rep 22-2,22,,write-in,0,
33422404,Tumwater 4,Rep 22-2,22,,write-in,0,
33422405,Tumwater 5,Rep 22-2,22,,write-in,1,
33422406,Tumwater 6,Rep 22-2,22,,write-in,1,
33422407,Tumwater 7,Rep 22-2,22,,write-in,2,
33422408,Tumwater 8,Rep 22-2,22,,write-in,0,
33422409,Tumwater 9,Rep 22-2,22,,write-in,1,
33422410,Tumwater 10,Rep 22-2,22,,write-in,0,
33422411,Tumwater 11,Rep 22-2,22,,write-in,0,
33422412,Tumwater 12,Rep 22-2,22,,write-in,0,
33422413,Tumwater 13,Rep 22-2,22,,write-in,0,
33422414,Tumwater 14,Rep 22-2,22,,write-in,0,
33422415,Tumwater 15,Rep 22-2,22,,write-in,2,
33422421,Tumwater 21,Rep 22-2,22,,write-in,0,
93499999,Suppressed voters,Rep 22-2,22,,write-in,1,
THURSTON WA,THURSTON WA,Rep 22-2,22,,write-in,125,
33435044,Steamboat Island,Senate 35,35,D,Tim Sheldon,232,
33435061,Belmore,Senate 35,35,D,Tim Sheldon,417,
33435086,Greenridge,Senate 35,35,D,Tim Sheldon,142,
33435094,Frye Cove,Senate 35,35,D,Tim Sheldon,286,
33435095,Oyster Bay,Senate 35,35,D,Tim Sheldon,293,
33435096,Summit Lake,Senate 35,35,D,Tim Sheldon,215,
33435099,Alpine,Senate 35,35,D,Tim Sheldon,409,
33435131,Hunter Point,Senate 35,35,D,Tim Sheldon,169,
33435132,Griffin,Senate 35,35,D,Tim Sheldon,241,
33435133,Schneiders Prairie,Senate 35,35,D,Tim Sheldon,186,
33435140,Mud Bay,Senate 35,35,D,Tim Sheldon,215,
33435141,McLane,Senate 35,35,D,Tim Sheldon,173,
33435144,Black Lake,Senate 35,35,D,Tim Sheldon,303,
33435164,Evergreen Shores,Senate 35,35,D,Tim Sheldon,180,
33435173,Camelot,Senate 35,35,D,Tim Sheldon,150,
33435190,Lakeside,Senate 35,35,D,Tim Sheldon,150,
33435191,Gallagher Cove,Senate 35,35,D,Tim Sheldon,420,
33435425,Tumwater 25,Senate 35,35,D,Tim Sheldon,11,
33435999,Suppressed voters,Senate 35,35,D,Tim Sheldon,0,
THURSTON WA,THURSTON WA,Senate 35,35,D,Tim Sheldon,4192,
33435044,Steamboat Island,Senate 35,35,R,Mark Shattuck,60,
33435061,Belmore,Senate 35,35,R,Mark Shattuck,225,
33435086,Greenridge,Senate 35,35,R,Mark Shattuck,73,
33435094,Frye Cove,Senate 35,35,R,Mark Shattuck,94,
33435095,Oyster Bay,Senate 35,35,R,Mark Shattuck,89,
33435096,Summit Lake,Senate 35,35,R,Mark Shattuck,84,
33435099,Alpine,Senate 35,35,R,Mark Shattuck,157,
33435131,Hunter Point,Senate 35,35,R,Mark Shattuck,61,
33435132,Griffin,Senate 35,35,R,Mark Shattuck,84,
33435133,Schneiders Prairie,Senate 35,35,R,Mark Shattuck,85,
33435140,Mud Bay,Senate 35,35,R,Mark Shattuck,65,
33435141,McLane,Senate 35,35,R,Mark Shattuck,78,
33435144,Black Lake,Senate 35,35,R,Mark Shattuck,166,
33435164,Evergreen Shores,Senate 35,35,R,Mark Shattuck,94,
33435173,Camelot,Senate 35,35,R,Mark Shattuck,100,
33435190,Lakeside,Senate 35,35,R,Mark Shattuck,59,
33435191,Gallagher Cove,Senate 35,35,R,Mark Shattuck,152,
33435425,Tumwater 25,Senate 35,35,R,Mark Shattuck,2,
33435999,Suppressed voters,Senate 35,35,R,Mark Shattuck,6,
THURSTON WA,THURSTON WA,Senate 35,35,R,Mark Shattuck,1734,
33435044,Steamboat Island,Senate 35,35,,write-in,5,
33435061,Belmore,Senate 35,35,,write-in,13,
33435086,Greenridge,Senate 35,35,,write-in,1,
33435094,Frye Cove,Senate 35,35,,write-in,15,
33435095,Oyster Bay,Senate 35,35,,write-in,16,
33435096,Summit Lake,Senate 35,35,,write-in,7,
33435099,Alpine,Senate 35,35,,write-in,23,
33435131,Hunter Point,Senate 35,35,,write-in,2,
33435132,Griffin,Senate 35,35,,write-in,7,
33435133,Schneiders Prairie,Senate 35,35,,write-in,15,
33435140,Mud Bay,Senate 35,35,,write-in,11,
33435141,McLane,Senate 35,35,,write-in,13,
33435144,Black Lake,Senate 35,35,,write-in,4,
33435164,Evergreen Shores,Senate 35,35,,write-in,10,
33435173,Camelot,Senate 35,35,,write-in,6,
33435190,Lakeside,Senate 35,35,,write-in,3,
33435191,Gallagher Cove,Senate 35,35,,write-in,16,
33435425,Tumwater 25,Senate 35,35,,write-in,0,
33435999,Suppressed voters,Senate 35,35,,write-in,0,
THURSTON WA,THURSTON WA,Senate 35,35,,write-in,167,
33435044,Steamboat Island,Rep 35-1,35,D,Kathy Haigh,226,
33435061,Belmore,Rep 35-1,35,D,Kathy Haigh,393,
33435086,Greenridge,Rep 35-1,35,D,Kathy Haigh,149,
33435094,Frye Cove,Rep 35-1,35,D,Kathy Haigh,300,
33435095,Oyster Bay,Rep 35-1,35,D,Kathy Haigh,279,
33435096,Summit Lake,Rep 35-1,35,D,Kathy Haigh,172,
33435099,Alpine,Rep 35-1,35,D,Kathy Haigh,412,
33435131,Hunter Point,Rep 35-1,35,D,Kathy Haigh,157,
33435132,Griffin,Rep 35-1,35,D,Kathy Haigh,232,
33435133,Schneiders Prairie,Rep 35-1,35,D,Kathy Haigh,198,
33435140,Mud Bay,Rep 35-1,35,D,Kathy Haigh,203,
33435141,McLane,Rep 35-1,35,D,Kathy Haigh,188,
33435144,Black Lake,Rep 35-1,35,D,Kathy Haigh,300,
33435164,Evergreen Shores,Rep 35-1,35,D,Kathy Haigh,204,
33435173,Camelot,Rep 35-1,35,D,Kathy Haigh,148,
33435190,Lakeside,Rep 35-1,35,D,Kathy Haigh,143,
33435191,Gallagher Cove,Rep 35-1,35,D,Kathy Haigh,404,
33435425,Tumwater 25,Rep 35-1,35,D,Kathy Haigh,7,
33435999,Suppressed voters,Rep 35-1,35,D,Kathy Haigh,0,
THURSTON WA,THURSTON WA,Rep 35-1,35,D,Kathy Haigh,4115,
33435044,Steamboat Island,Rep 35-1,35,R,Marco Brown,80,
33435061,Belmore,Rep 35-1,35,R,Marco Brown,260,
33435086,Greenridge,Rep 35-1,35,R,Marco Brown,66,
33435094,Frye Cove,Rep 35-1,35,R,Marco Brown,112,
33435095,Oyster Bay,Rep 35-1,35,R,Marco Brown,126,
33435096,Summit Lake,Rep 35-1,35,R,Marco Brown,136,
33435099,Alpine,Rep 35-1,35,R,Marco Brown,201,
33435131,Hunter Point,Rep 35-1,35,R,Marco Brown,81,
33435132,Griffin,Rep 35-1,35,R,Marco Brown,109,
33435133,Schneiders Prairie,Rep 35-1,35,R,Marco Brown,99,
33435140,Mud Bay,Rep 35-1,35,R,Marco Brown,103,
33435141,McLane,Rep 35-1,35,R,Marco Brown,96,
33435144,Black Lake,Rep 35-1,35,R,Marco Brown,174,
33435164,Evergreen Shores,Rep 35-1,35,R,Marco Brown,89,
33435173,Camelot,Rep 35-1,35,R,Marco Brown,108,
33435190,Lakeside,Rep 35-1,35,R,Marco Brown,64,
33435191,Gallagher Cove,Rep 35-1,35,R,Marco Brown,213,
33435425,Tumwater 25,Rep 35-1,35,R,Marco Brown,6,
33435999,Suppressed voters,Rep 35-1,35,R,Marco Brown,6,
THURSTON WA,THURSTON WA,Rep 35-1,35,R,Marco Brown,2129,
33435044,Steamboat Island,Rep 35-1,35,,write-in,0,
33435061,Belmore,Rep 35-1,35,,write-in,3,
33435086,Greenridge,Rep 35-1,35,,write-in,0,
33435094,Frye Cove,Rep 35-1,35,,write-in,1,
33435095,Oyster Bay,Rep 35-1,35,,write-in,0,
33435096,Summit Lake,Rep 35-1,35,,write-in,0,
33435099,Alpine,Rep 35-1,35,,write-in,0,
33435131,Hunter Point,Rep 35-1,35,,write-in,0,
33435132,Griffin,Rep 35-1,35,,write-in,0,
33435133,Schneiders Prairie,Rep 35-1,35,,write-in,1,
33435140,Mud Bay,Rep 35-1,35,,write-in,0,
33435141,McLane,Rep 35-1,35,,write-in,2,
33435144,Black Lake,Rep 35-1,35,,write-in,3,
33435164,Evergreen Shores,Rep 35-1,35,,write-in,0,
