number,precinct,office,district,party,office,votes
92727333,Tacoma 333,Rep 27-2,27,D,Jeannie Darnelle,640
92727334,Tacoma 334,Rep 27-2,27,D,Jeannie Darnelle,640
92727335,Tacoma 335,Rep 27-2,27,D,Jeannie Darnelle,590
92727336,Tacoma 336,Rep 27-2,27,D,Jeannie Darnelle,356
92727352,Fife 352,Rep 27-2,27,D,Jeannie Darnelle,67
92727353,Milton 353,Rep 27-2,27,D,Jeannie Darnelle,5
92727354,Fife 354,Rep 27-2,27,D,Jeannie Darnelle,2
92727356,Brown's Point 356,Rep 27-2,27,D,Jeannie Darnelle,629
92727357,Hylebo 357,Rep 27-2,27,D,Jeannie Darnelle,288
92727358,Hylebo 358,Rep 27-2,27,D,Jeannie Darnelle,32
92727359,359,Rep 27-2,27,D,Jeannie Darnelle,1
PIERCE WA,PIERCE CO,Rep 27-2,27,D,Jeannie Darnelle,23124
62727301,Tacoma 301,Rep 27-2,27,R,Brent Edensword,312
62727302,Tacoma 302,Rep 27-2,27,R,Brent Edensword,447
62727303,Tacoma 303,Rep 27-2,27,R,Brent Edensword,309
62727304,Tacoma 304,Rep 27-2,27,R,Brent Edensword,361
62727305,Tacoma 305,Rep 27-2,27,R,Brent Edensword,303
62727306,Tacoma 306,Rep 27-2,27,R,Brent Edensword,333
62727307,Tacoma 307,Rep 27-2,27,R,Brent Edensword,310
62727308,Tacoma 308,Rep 27-2,27,R,Brent Edensword,149
62727309,Tacoma 309,Rep 27-2,27,R,Brent Edensword,264
62727310,Tacoma 310,Rep 27-2,27,R,Brent Edensword,188
62727311,Tacoma 311,Rep 27-2,27,R,Brent Edensword,95
62727312,Tacoma 312,Rep 27-2,27,R,Brent Edensword,153
62727313,Tacoma 313,Rep 27-2,27,R,Brent Edensword,214
62727314,Tacoma 314,Rep 27-2,27,R,Brent Edensword,224
62727315,Tacoma 315,Rep 27-2,27,R,Brent Edensword,160
62727316,Tacoma 316,Rep 27-2,27,R,Brent Edensword,141
62727317,Tacoma 317,Rep 27-2,27,R,Brent Edensword,74
62727318,Tacoma 318,Rep 27-2,27,R,Brent Edensword,270
62727319,Tacoma 319,Rep 27-2,27,R,Brent Edensword,220
62727320,Tacoma 320,Rep 27-2,27,R,Brent Edensword,241
62727321,Tacoma 321,Rep 27-2,27,R,Brent Edensword,162
62727322,Tacoma 322,Rep 27-2,27,R,Brent Edensword,121
62727323,Tacoma 323,Rep 27-2,27,R,Brent Edensword,122
62727324,Tacoma 324,Rep 27-2,27,R,Brent Edensword,213
62727325,Tacoma 325,Rep 27-2,27,R,Brent Edensword,96
62727326,Tacoma 326,Rep 27-2,27,R,Brent Edensword,1
62727327,Tacoma 327,Rep 27-2,27,R,Brent Edensword,39
62727337,Tacoma 337,Rep 27-2,27,R,Brent Edensword,104
62727338,Tacoma 338,Rep 27-2,27,R,Brent Edensword,225
62727339,Tacoma 339,Rep 27-2,27,R,Brent Edensword,125
62727340,Tacoma 340,Rep 27-2,27,R,Brent Edensword,91
62727341,Tacoma 341,Rep 27-2,27,R,Brent Edensword,203
62727342,Tacoma 342,Rep 27-2,27,R,Brent Edensword,134
62727343,Tacoma 343,Rep 27-2,27,R,Brent Edensword,9
62727344,Tacoma 344,Rep 27-2,27,R,Brent Edensword,13
62727345,Tacoma 345,Rep 27-2,27,R,Brent Edensword,192
62727351,Ruston 351,Rep 27-2,27,R,Brent Edensword,79
92727328,Tacoma 328,Rep 27-2,27,R,Brent Edensword,26
92727329,Tacoma 329,Rep 27-2,27,R,Brent Edensword,10
92727330,Tacoma 330,Rep 27-2,27,R,Brent Edensword,3
92727331,Tacoma 331,Rep 27-2,27,R,Brent Edensword,0
92727332,Tacoma 332,Rep 27-2,27,R,Brent Edensword,405
92727333,Tacoma 333,Rep 27-2,27,R,Brent Edensword,522
92727334,Tacoma 334,Rep 27-2,27,R,Brent Edensword,520
92727335,Tacoma 335,Rep 27-2,27,R,Brent Edensword,462
92727336,Tacoma 336,Rep 27-2,27,R,Brent Edensword,244
92727352,Fife 352,Rep 27-2,27,R,Brent Edensword,39
92727353,Milton 353,Rep 27-2,27,R,Brent Edensword,4
92727354,Fife 354,Rep 27-2,27,R,Brent Edensword,1
92727356,Brown's Point 356,Rep 27-2,27,R,Brent Edensword,368
92727357,Hylebo 357,Rep 27-2,27,R,Brent Edensword,259
92727358,Hylebo 358,Rep 27-2,27,R,Brent Edensword,22
92727359,359,Rep 27-2,27,R,Brent Edensword,1
PIERCE WA,PIERCE CO,Rep 27-2,27,R,Brent Edensword,9583
62728401,Tacoma 401,Rep 28-1,28,D,Troy Kelley,703
62728402,Tacoma 402,Rep 28-1,28,D,Troy Kelley,518
62728403,Tacoma 403,Rep 28-1,28,D,Troy Kelley,622
62728404,Tacoma 404,Rep 28-1,28,D,Troy Kelley,746
62728405,Tacoma 405,Rep 28-1,28,D,Troy Kelley,154
62728411,Fircrest 411,Rep 28-1,28,D,Troy Kelley,552
62728412,Fircrest 412,Rep 28-1,28,D,Troy Kelley,787
62728413,Fircrest 413,Rep 28-1,28,D,Troy Kelley,93
62728416,Univ Place 416,Rep 28-1,28,D,Troy Kelley,600
62728417,Univ Place 417,Rep 28-1,28,D,Troy Kelley,500
62728418,Univ Place 418,Rep 28-1,28,D,Troy Kelley,585
62728419,Univ Place 419,Rep 28-1,28,D,Troy Kelley,622
62728420,Univ Place 420,Rep 28-1,28,D,Troy Kelley,793
62728421,Univ Place 421,Rep 28-1,28,D,Troy Kelley,631
62728422,Univ Place 422,Rep 28-1,28,D,Troy Kelley,593
62728423,Univ Place 423,Rep 28-1,28,D,Troy Kelley,671
62728424,Univ Place 424,Rep 28-1,28,D,Troy Kelley,529
62728425,Univ Place 426,Rep 28-1,28,D,Troy Kelley,2
62728426,Lakewood 430,Rep 28-1,28,D,Troy Kelley,592
62728427,Lakewood 431,Rep 28-1,28,D,Troy Kelley,321
62728437,Lakewood 437,Rep 28-1,28,D,Troy Kelley,458
62728440,Lakewood 440,Rep 28-1,28,D,Troy Kelley,124
62728441,Lakewood 441,Rep 28-1,28,D,Troy Kelley,83
62728442,Lakewood 442,Rep 28-1,28,D,Troy Kelley,1
62728460,460,Rep 28-1,28,D,Troy Kelley,5
92728432,Lakewood 432,Rep 28-1,28,D,Troy Kelley,288
92728433,Lakewood 433,Rep 28-1,28,D,Troy Kelley,541
92728434,Lakewood 434,Rep 28-1,28,D,Troy Kelley,450
92728435,Lakewood 435,Rep 28-1,28,D,Troy Kelley,355
92728436,Lakewood 436,Rep 28-1,28,D,Troy Kelley,483
92728438,Lakewood 438,Rep 28-1,28,D,Troy Kelley,577
92728439,Lakewood 439,Rep 28-1,28,D,Troy Kelley,509
92728443,Lakewood 443,Rep 28-1,28,D,Troy Kelley,236
92728444,Lakewood 444,Rep 28-1,28,D,Troy Kelley,267
92728451,Steilacoom  451,Rep 28-1,28,D,Troy Kelley,144
92728452,Steilacoom 452,Rep 28-1,28,D,Troy Kelley,463
92728453,Steilacoom 453,Rep 28-1,28,D,Troy Kelley,540
92728457,Dupont 457,Rep 28-1,28,D,Troy Kelley,25
92728458,Dupont 458,Rep 28-1,28,D,Troy Kelley,645
92728461,McNeill Island,Rep 28-1,28,D,Troy Kelley,9
92728462,Anderson Island ,Rep 28-1,28,D,Troy Kelley,253
92728463,Ketron Island 463,Rep 28-1,28,D,Troy Kelley,9
92728464,464,Rep 28-1,28,D,Troy Kelley,470
92728465,Fort Lewis 465,Rep 28-1,28,D,Troy Kelley,108
92728467,McChord 467,Rep 28-1,28,D,Troy Kelley,57
92728469,Fort Lewis 469,Rep 28-1,28,D,Troy Kelley,26
92728470,Nisqually  470,Rep 28-1,28,D,Troy Kelley,12
PIERCE WA,PIERCE CO,Rep 28-1,28,D,Troy Kelley,17752
62728401,Tacoma 401,Rep 28-1,28,R,Don Anderson,521
62728402,Tacoma 402,Rep 28-1,28,R,Don Anderson,289
62728403,Tacoma 403,Rep 28-1,28,R,Don Anderson,690
62728404,Tacoma 404,Rep 28-1,28,R,Don Anderson,391
62728405,Tacoma 405,Rep 28-1,28,R,Don Anderson,107
62728411,Fircrest 411,Rep 28-1,28,R,Don Anderson,376
62728412,Fircrest 412,Rep 28-1,28,R,Don Anderson,656
62728413,Fircrest 413,Rep 28-1,28,R,Don Anderson,88
62728416,Univ Place 416,Rep 28-1,28,R,Don Anderson,568
62728417,Univ Place 417,Rep 28-1,28,R,Don Anderson,344
62728418,Univ Place 418,Rep 28-1,28,R,Don Anderson,364
62728419,Univ Place 419,Rep 28-1,28,R,Don Anderson,499
62728420,Univ Place 420,Rep 28-1,28,R,Don Anderson,611
62728421,Univ Place 421,Rep 28-1,28,R,Don Anderson,599
62728422,Univ Place 422,Rep 28-1,28,R,Don Anderson,643
62728423,Univ Place 423,Rep 28-1,28,R,Don Anderson,701
62728424,Univ Place 424,Rep 28-1,28,R,Don Anderson,587
62728425,Univ Place 426,Rep 28-1,28,R,Don Anderson,0
62728426,Lakewood 430,Rep 28-1,28,R,Don Anderson,663
62728427,Lakewood 431,Rep 28-1,28,R,Don Anderson,343
62728437,Lakewood 437,Rep 28-1,28,R,Don Anderson,407
62728440,Lakewood 440,Rep 28-1,28,R,Don Anderson,156
62728441,Lakewood 441,Rep 28-1,28,R,Don Anderson,100
62728442,Lakewood 442,Rep 28-1,28,R,Don Anderson,5
62728460,460,Rep 28-1,28,R,Don Anderson,3
92728432,Lakewood 432,Rep 28-1,28,R,Don Anderson,298
92728433,Lakewood 433,Rep 28-1,28,R,Don Anderson,495
92728434,Lakewood 434,Rep 28-1,28,R,Don Anderson,496
92728435,Lakewood 435,Rep 28-1,28,R,Don Anderson,352
92728436,Lakewood 436,Rep 28-1,28,R,Don Anderson,574
92728438,Lakewood 438,Rep 28-1,28,R,Don Anderson,412
92728439,Lakewood 439,Rep 28-1,28,R,Don Anderson,592
92728443,Lakewood 443,Rep 28-1,28,R,Don Anderson,443
92728444,Lakewood 444,Rep 28-1,28,R,Don Anderson,238
92728451,Steilacoom  451,Rep 28-1,28,R,Don Anderson,242
92728452,Steilacoom 452,Rep 28-1,28,R,Don Anderson,392
92728453,Steilacoom 453,Rep 28-1,28,R,Don Anderson,583
92728457,Dupont 457,Rep 28-1,28,R,Don Anderson,26
92728458,Dupont 458,Rep 28-1,28,R,Don Anderson,815
92728461,McNeill Island,Rep 28-1,28,R,Don Anderson,7
92728462,Anderson Island ,Rep 28-1,28,R,Don Anderson,290
92728463,Ketron Island 463,Rep 28-1,28,R,Don Anderson,7
92728464,464,Rep 28-1,28,R,Don Anderson,361
92728465,Fort Lewis 465,Rep 28-1,28,R,Don Anderson,138
92728467,McChord 467,Rep 28-1,28,R,Don Anderson,95
92728469,Fort Lewis 469,Rep 28-1,28,R,Don Anderson,36
92728470,Nisqually  470,Rep 28-1,28,R,Don Anderson,10
PIERCE WA,PIERCE CO,Rep 28-1,28,R,Don Anderson,16613
62728401,Tacoma 401,Rep 28-2,28,D,Tami Green,742
62728402,Tacoma 402,Rep 28-2,28,D,Tami Green,538
62728403,Tacoma 403,Rep 28-2,28,D,Tami Green,693
62728404,Tacoma 404,Rep 28-2,28,D,Tami Green,800
62728405,Tacoma 405,Rep 28-2,28,D,Tami Green,152
62728411,Fircrest 411,Rep 28-2,28,D,Tami Green,580
62728412,Fircrest 412,Rep 28-2,28,D,Tami Green,841
62728413,Fircrest 413,Rep 28-2,28,D,Tami Green,102
62728416,Univ Place 416,Rep 28-2,28,D,Tami Green,644
62728417,Univ Place 417,Rep 28-2,28,D,Tami Green,536
62728418,Univ Place 418,Rep 28-2,28,D,Tami Green,613
62728419,Univ Place 419,Rep 28-2,28,D,Tami Green,657
62728420,Univ Place 420,Rep 28-2,28,D,Tami Green,848
62728421,Univ Place 421,Rep 28-2,28,D,Tami Green,688
62728422,Univ Place 422,Rep 28-2,28,D,Tami Green,639
62728423,Univ Place 423,Rep 28-2,28,D,Tami Green,743
62728424,Univ Place 424,Rep 28-2,28,D,Tami Green,573
62728425,Univ Place 426,Rep 28-2,28,D,Tami Green,2
62728426,Lakewood 430,Rep 28-2,28,D,Tami Green,639
62728427,Lakewood 431,Rep 28-2,28,D,Tami Green,354
62728437,Lakewood 437,Rep 28-2,28,D,Tami Green,490
62728440,Lakewood 440,Rep 28-2,28,D,Tami Green,143
62728441,Lakewood 441,Rep 28-2,28,D,Tami Green,94
62728442,Lakewood 442,Rep 28-2,28,D,Tami Green,0
62728460,460,Rep 28-2,28,D,Tami Green,5
92728432,Lakewood 432,Rep 28-2,28,D,Tami Green,303
92728433,Lakewood 433,Rep 28-2,28,D,Tami Green,599
92728434,Lakewood 434,Rep 28-2,28,D,Tami Green,487
92728435,Lakewood 435,Rep 28-2,28,D,Tami Green,384
92728436,Lakewood 436,Rep 28-2,28,D,Tami Green,529
92728438,Lakewood 438,Rep 28-2,28,D,Tami Green,602
92728439,Lakewood 439,Rep 28-2,28,D,Tami Green,551
92728443,Lakewood 443,Rep 28-2,28,D,Tami Green,258
92728444,Lakewood 444,Rep 28-2,28,D,Tami Green,286
92728451,Steilacoom  451,Rep 28-2,28,D,Tami Green,173
92728452,Steilacoom 452,Rep 28-2,28,D,Tami Green,493
92728453,Steilacoom 453,Rep 28-2,28,D,Tami Green,607
92728457,Dupont 457,Rep 28-2,28,D,Tami Green,27
92728458,Dupont 458,Rep 28-2,28,D,Tami Green,656
92728461,McNeill Island,Rep 28-2,28,D,Tami Green,14
92728462,Anderson Island ,Rep 28-2,28,D,Tami Green,285
92728463,Ketron Island 463,Rep 28-2,28,D,Tami Green,9
92728464,464,Rep 28-2,28,D,Tami Green,517
92728465,Fort Lewis 465,Rep 28-2,28,D,Tami Green,107
92728467,McChord 467,Rep 28-2,28,D,Tami Green,55
92728469,Fort Lewis 469,Rep 28-2,28,D,Tami Green,26
92728470,Nisqually  470,Rep 28-2,28,D,Tami Green,11
PIERCE WA,PIERCE CO,Rep 28-2,28,D,Tami Green,19095
62728401,Tacoma 401,Rep 28-2,28,R,Bob Lawrence,479
62728402,Tacoma 402,Rep 28-2,28,R,Bob Lawrence,267
62728403,Tacoma 403,Rep 28-2,28,R,Bob Lawrence,622
62728404,Tacoma 404,Rep 28-2,28,R,Bob Lawrence,347
62728405,Tacoma 405,Rep 28-2,28,R,Bob Lawrence,109
62728411,Fircrest 411,Rep 28-2,28,R,Bob Lawrence,356
62728412,Fircrest 412,Rep 28-2,28,R,Bob Lawrence,608
62728413,Fircrest 413,Rep 28-2,28,R,Bob Lawrence,81
62728416,Univ Place 416,Rep 28-2,28,R,Bob Lawrence,528
62728417,Univ Place 417,Rep 28-2,28,R,Bob Lawrence,317
62728418,Univ Place 418,Rep 28-2,28,R,Bob Lawrence,342
62728419,Univ Place 419,Rep 28-2,28,R,Bob Lawrence,466
62728420,Univ Place 420,Rep 28-2,28,R,Bob Lawrence,568
62728421,Univ Place 421,Rep 28-2,28,R,Bob Lawrence,546
62728422,Univ Place 422,Rep 28-2,28,R,Bob Lawrence,609
62728423,Univ Place 423,Rep 28-2,28,R,Bob Lawrence,641
62728424,Univ Place 424,Rep 28-2,28,R,Bob Lawrence,552
62728425,Univ Place 426,Rep 28-2,28,R,Bob Lawrence,0
62728426,Lakewood 430,Rep 28-2,28,R,Bob Lawrence,621
62728427,Lakewood 431,Rep 28-2,28,R,Bob Lawrence,314
62728437,Lakewood 437,Rep 28-2,28,R,Bob Lawrence,383
62728440,Lakewood 440,Rep 28-2,28,R,Bob Lawrence,137
62728441,Lakewood 441,Rep 28-2,28,R,Bob Lawrence,87
62728442,Lakewood 442,Rep 28-2,28,R,Bob Lawrence,6
62728460,460,Rep 28-2,28,R,Bob Lawrence,3
92728432,Lakewood 432,Rep 28-2,28,R,Bob Lawrence,282
92728433,Lakewood 433,Rep 28-2,28,R,Bob Lawrence,444
92728434,Lakewood 434,Rep 28-2,28,R,Bob Lawrence,463
92728435,Lakewood 435,Rep 28-2,28,R,Bob Lawrence,329
92728436,Lakewood 436,Rep 28-2,28,R,Bob Lawrence,537
92728438,Lakewood 438,Rep 28-2,28,R,Bob Lawrence,394
92728439,Lakewood 439,Rep 28-2,28,R,Bob Lawrence,556
92728443,Lakewood 443,Rep 28-2,28,R,Bob Lawrence,425
92728444,Lakewood 444,Rep 28-2,28,R,Bob Lawrence,226
92728451,Steilacoom  451,Rep 28-2,28,R,Bob Lawrence,218
92728452,Steilacoom 452,Rep 28-2,28,R,Bob Lawrence,366
92728453,Steilacoom 453,Rep 28-2,28,R,Bob Lawrence,521
92728457,Dupont 457,Rep 28-2,28,R,Bob Lawrence,24
92728458,Dupont 458,Rep 28-2,28,R,Bob Lawrence,807
92728461,McNeill Island,Rep 28-2,28,R,Bob Lawrence,2
92728462,Anderson Island ,Rep 28-2,28,R,Bob Lawrence,261
92728463,Ketron Island 463,Rep 28-2,28,R,Bob Lawrence,7
92728464,464,Rep 28-2,28,R,Bob Lawrence,329
92728465,Fort Lewis 465,Rep 28-2,28,R,Bob Lawrence,140
92728467,McChord 467,Rep 28-2,28,R,Bob Lawrence,95
92728469,Fort Lewis 469,Rep 28-2,28,R,Bob Lawrence,34
92728470,Nisqually  470,Rep 28-2,28,R,Bob Lawrence,11
TOTAL,PIERCE CO,Rep 28-2,28,R,Bob Lawrence,15460
62729500,Tacoma 500,Senate 29,29,D,Rosa Franklin,0
62729501,Tacoma 501,Senate 29,29,D,Rosa Franklin,526
62729502,Tacoma 502,Senate 29,29,D,Rosa Franklin,628
62729503,Tacoma 503,Senate 29,29,D,Rosa Franklin,426
62729504,Tacoma 504,Senate 29,29,D,Rosa Franklin,571
62729505,Tacoma 505,Senate 29,29,D,Rosa Franklin,507
62729506,Tacoma 506,Senate 29,29,D,Rosa Franklin,504
62729507,Tacoma 507,Senate 29,29,D,Rosa Franklin,625
62729508,Tacoma 508,Senate 29,29,D,Rosa Franklin,64
62729509,Tacoma 509,Senate 29,29,D,Rosa Franklin,344
62729510,Tacoma 510,Senate 29,29,D,Rosa Franklin,724
62729511,Tacoma 511,Senate 29,29,D,Rosa Franklin,659
62729512,Tacoma 512,Senate 29,29,D,Rosa Franklin,544
62729513,Tacoma 513,Senate 29,29,D,Rosa Franklin,518
62729515,Tacoma 515,Senate 29,29,D,Rosa Franklin,351
62729516,Tacoma 516,Senate 29,29,D,Rosa Franklin,606
62729517,Tacoma 517,Senate 29,29,D,Rosa Franklin,765
62729518,Tacoma 518,Senate 29,29,D,Rosa Franklin,529
62729519,Tacoma 519,Senate 29,29,D,Rosa Franklin,117
62729520,Tacoma 520,Senate 29,29,D,Rosa Franklin,428
62729521,Tacoma 521,Senate 29,29,D,Rosa Franklin,435
62729522,Tacoma 522,Senate 29,29,D,Rosa Franklin,360
62729523,Tacoma 523,Senate 29,29,D,Rosa Franklin,11
62729530,Univ Place 530,Senate 29,29,D,Rosa Franklin,166
62729531,Lakewood 531,Senate 29,29,D,Rosa Franklin,3
62729532,Lakewood 532,Senate 29,29,D,Rosa Franklin,502
62729533,Lakewood 533,Senate 29,29,D,Rosa Franklin,470
62729534,Lakewood 534,Senate 29,29,D,Rosa Franklin,509
62729535,Lakewood 535,Senate 29,29,D,Rosa Franklin,358
62729536,Lakewood 536,Senate 29,29,D,Rosa Franklin,457
62729538,Lakewood 538,Senate 29,29,D,Rosa Franklin,14
62729545,Lakewood 545,Senate 29,29,D,Rosa Franklin,85
62729546,546,Senate 29,29,D,Rosa Franklin,32
62729548,548,Senate 29,29,D,Rosa Franklin,5
62729549,549,Senate 29,29,D,Rosa Franklin,254
62729550,550,Senate 29,29,D,Rosa Franklin,380
62729551,551,Senate 29,29,D,Rosa Franklin,7
62729552,552,Senate 29,29,D,Rosa Franklin,31
62729553,553,Senate 29,29,D,Rosa Franklin,173
62729554,554,Senate 29,29,D,Rosa Franklin,101
62729555,Parkland 555,Senate 29,29,D,Rosa Franklin,513
62729556,Parkland 556,Senate 29,29,D,Rosa Franklin,450
62729557,Parkland 557,Senate 29,29,D,Rosa Franklin,4
62729558,Parkland 558,Senate 29,29,D,Rosa Franklin,421
62729559,Parkland 559,Senate 29,29,D,Rosa Franklin,309
62729560,Parkland 560,Senate 29,29,D,Rosa Franklin,748
62729561,561,Senate 29,29,D,Rosa Franklin,2
62729562,562,Senate 29,29,D,Rosa Franklin,15
62729566,566,Senate 29,29,D,Rosa Franklin,4
92729537,Lakewood 537,Senate 29,29,D,Rosa Franklin,153
92729563,563,Senate 29,29,D,Rosa Franklin,262
92729564,564,Senate 29,29,D,Rosa Franklin,545
92729565,565,Senate 29,29,D,Rosa Franklin,281
PIERCE WA,PIERCE WA,Senate 29,29,D,Rosa Franklin,17496
62729500,Tacoma 500,Senate 29,29,R,write-ins,0
62729501,Tacoma 501,Senate 29,29,R,write-ins,26
62729502,Tacoma 502,Senate 29,29,R,write-ins,22
62729503,Tacoma 503,Senate 29,29,R,write-ins,7
62729504,Tacoma 504,Senate 29,29,R,write-ins,21
62729505,Tacoma 505,Senate 29,29,R,write-ins,17
62729506,Tacoma 506,Senate 29,29,R,write-ins,22
62729507,Tacoma 507,Senate 29,29,R,write-ins,17
62729508,Tacoma 508,Senate 29,29,R,write-ins,0
62729509,Tacoma 509,Senate 29,29,R,write-ins,11
62729510,Tacoma 510,Senate 29,29,R,write-ins,14
62729511,Tacoma 511,Senate 29,29,R,write-ins,19
62729512,Tacoma 512,Senate 29,29,R,write-ins,16
62729513,Tacoma 513,Senate 29,29,R,write-ins,12
62729515,Tacoma 515,Senate 29,29,R,write-ins,7
62729516,Tacoma 516,Senate 29,29,R,write-ins,15
62729517,Tacoma 517,Senate 29,29,R,write-ins,7
62729518,Tacoma 518,Senate 29,29,R,write-ins,19
62729519,Tacoma 519,Senate 29,29,R,write-ins,2
62729520,Tacoma 520,Senate 29,29,R,write-ins,15
62729521,Tacoma 521,Senate 29,29,R,write-ins,16
62729522,Tacoma 522,Senate 29,29,R,write-ins,8
62729523,Tacoma 523,Senate 29,29,R,write-ins,0
62729530,Univ Place 530,Senate 29,29,R,write-ins,5
62729531,Lakewood 531,Senate 29,29,R,write-ins,0
62729532,Lakewood 532,Senate 29,29,R,write-ins,11
62729533,Lakewood 533,Senate 29,29,R,write-ins,9
62729534,Lakewood 534,Senate 29,29,R,write-ins,33
62729535,Lakewood 535,Senate 29,29,R,write-ins,5
62729536,Lakewood 536,Senate 29,29,R,write-ins,14
62729538,Lakewood 538,Senate 29,29,R,write-ins,2
62729545,Lakewood 545,Senate 29,29,R,write-ins,2
62729546,546,Senate 29,29,R,write-ins,2
62729548,548,Senate 29,29,R,write-ins,1
62729549,549,Senate 29,29,R,write-ins,1
62729550,550,Senate 29,29,R,write-ins,20
62729551,551,Senate 29,29,R,write-ins,2
62729552,552,Senate 29,29,R,write-ins,0
62729553,553,Senate 29,29,R,write-ins,5
62729554,554,Senate 29,29,R,write-ins,7
62729555,Parkland 555,Senate 29,29,R,write-ins,21
62729556,Parkland 556,Senate 29,29,R,write-ins,18
62729557,Parkland 557,Senate 29,29,R,write-ins,0
62729558,Parkland 558,Senate 29,29,R,write-ins,9
62729559,Parkland 559,Senate 29,29,R,write-ins,13
62729560,Parkland 560,Senate 29,29,R,write-ins,24
62729561,561,Senate 29,29,R,write-ins,0
62729562,562,Senate 29,29,R,write-ins,0
62729566,566,Senate 29,29,R,write-ins,1
92729537,Lakewood 537,Senate 29,29,R,write-ins,6
92729563,563,Senate 29,29,R,write-ins,10
92729564,564,Senate 29,29,R,write-ins,16
92729565,565,Senate 29,29,R,write-ins,9
PIERCE WA,PIERCE WA,Senate 29,29,R,write-ins,539
62729500,Tacoma 500,Rep 29-1,29,D,Steve Conway,0
62729501,Tacoma 501,Rep 29-1,29,D,Steve Conway,515
62729502,Tacoma 502,Rep 29-1,29,D,Steve Conway,605
62729503,Tacoma 503,Rep 29-1,29,D,Steve Conway,422
62729504,Tacoma 504,Rep 29-1,29,D,Steve Conway,561
62729505,Tacoma 505,Rep 29-1,29,D,Steve Conway,489
62729506,Tacoma 506,Rep 29-1,29,D,Steve Conway,486
62729507,Tacoma 507,Rep 29-1,29,D,Steve Conway,620
62729508,Tacoma 508,Rep 29-1,29,D,Steve Conway,63
62729509,Tacoma 509,Rep 29-1,29,D,Steve Conway,335
62729510,Tacoma 510,Rep 29-1,29,D,Steve Conway,720
62729511,Tacoma 511,Rep 29-1,29,D,Steve Conway,650
62729512,Tacoma 512,Rep 29-1,29,D,Steve Conway,528
62729513,Tacoma 513,Rep 29-1,29,D,Steve Conway,519
62729515,Tacoma 515,Rep 29-1,29,D,Steve Conway,347
62729516,Tacoma 516,Rep 29-1,29,D,Steve Conway,588
62729517,Tacoma 517,Rep 29-1,29,D,Steve Conway,745
62729518,Tacoma 518,Rep 29-1,29,D,Steve Conway,521
62729519,Tacoma 519,Rep 29-1,29,D,Steve Conway,112
62729520,Tacoma 520,Rep 29-1,29,D,Steve Conway,425
62729521,Tacoma 521,Rep 29-1,29,D,Steve Conway,431
62729522,Tacoma 522,Rep 29-1,29,D,Steve Conway,344
62729523,Tacoma 523,Rep 29-1,29,D,Steve Conway,10
62729530,Univ Place 530,Rep 29-1,29,D,Steve Conway,161
62729531,Lakewood 531,Rep 29-1,29,D,Steve Conway,3
62729532,Lakewood 532,Rep 29-1,29,D,Steve Conway,495
62729533,Lakewood 533,Rep 29-1,29,D,Steve Conway,466
62729534,Lakewood 534,Rep 29-1,29,D,Steve Conway,505
62729535,Lakewood 535,Rep 29-1,29,D,Steve Conway,351
62729536,Lakewood 536,Rep 29-1,29,D,Steve Conway,452
62729538,Lakewood 538,Rep 29-1,29,D,Steve Conway,15
62729545,Lakewood 545,Rep 29-1,29,D,Steve Conway,83
62729546,546,Rep 29-1,29,D,Steve Conway,31
62729548,548,Rep 29-1,29,D,Steve Conway,5
62729549,549,Rep 29-1,29,D,Steve Conway,251
62729550,550,Rep 29-1,29,D,Steve Conway,374
62729551,551,Rep 29-1,29,D,Steve Conway,8
62729552,552,Rep 29-1,29,D,Steve Conway,29
62729553,553,Rep 29-1,29,D,Steve Conway,172
62729554,554,Rep 29-1,29,D,Steve Conway,101
62729555,Parkland 555,Rep 29-1,29,D,Steve Conway,501
62729556,Parkland 556,Rep 29-1,29,D,Steve Conway,449
62729557,Parkland 557,Rep 29-1,29,D,Steve Conway,3
62729558,Parkland 558,Rep 29-1,29,D,Steve Conway,422
62729559,Parkland 559,Rep 29-1,29,D,Steve Conway,296
62729560,Parkland 560,Rep 29-1,29,D,Steve Conway,734
62729561,561,Rep 29-1,29,D,Steve Conway,2
62729562,562,Rep 29-1,29,D,Steve Conway,14
62729566,566,Rep 29-1,29,D,Steve Conway,4
92729537,Lakewood 537,Rep 29-1,29,D,Steve Conway,155
92729563,563,Rep 29-1,29,D,Steve Conway,260
92729564,564,Rep 29-1,29,D,Steve Conway,533
92729565,565,Rep 29-1,29,D,Steve Conway,281
PIERCE WA,PIERCE WA,Rep 29-1,29,D,Steve Conway,17192
62729500,Tacoma 500,Rep 29-1,29,,write-ins,0
62729501,Tacoma 501,Rep 29-1,29,,write-ins,24
62729502,Tacoma 502,Rep 29-1,29,,write-ins,19
62729503,Tacoma 503,Rep 29-1,29,,write-ins,5
62729504,Tacoma 504,Rep 29-1,29,,write-ins,16
62729505,Tacoma 505,Rep 29-1,29,,write-ins,14
62729506,Tacoma 506,Rep 29-1,29,,write-ins,17
62729507,Tacoma 507,Rep 29-1,29,,write-ins,16
62729508,Tacoma 508,Rep 29-1,29,,write-ins,0
62729509,Tacoma 509,Rep 29-1,29,,write-ins,10
62729510,Tacoma 510,Rep 29-1,29,,write-ins,14
62729511,Tacoma 511,Rep 29-1,29,,write-ins,16
62729512,Tacoma 512,Rep 29-1,29,,write-ins,15
62729513,Tacoma 513,Rep 29-1,29,,write-ins,8
