precinct,area,office,district,party,candidate,total,machine,hand
31524,Browne's Add,Governor,prov,D,Christine Gregoire,21,21,21
31534,Browne's Add,Governor,prov,D,Christine Gregoire,13,13,13
31544,East Central,Governor,prov,D,Christine Gregoire,14,14,14
31554,South Hill,Governor,prov,D,Christine Gregoire,30,30,30
31564,South Hill,Governor,prov,D,Christine Gregoire,2,2,2
31574,South Hill,Governor,prov,D,Christine Gregoire,0,0,0
31584,South Hill,Governor,prov,D,Christine Gregoire,27,27,27
31594,South Hill,Governor,prov,D,Christine Gregoire,4,4,4
31604,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
31614,South Hill,Governor,prov,D,Christine Gregoire,15,15,15
31624,South Hill,Governor,prov,D,Christine Gregoire,2,2,2
31634,South Hill,Governor,prov,D,Christine Gregoire,1,1,1
31644,South Hill,Governor,prov,D,Christine Gregoire,1,1,1
31654,South Hill,Governor,prov,D,Christine Gregoire,22,22,22
40004,Greenbluff r,Governor,prov,D,Christine Gregoire,10,10,10
40014,Greenbluff r,Governor,prov,D,Christine Gregoire,0,0,0
40024,Greenbluff r,Governor,prov,D,Christine Gregoire,5,5,5
40034,Colbert s,Governor,prov,D,Christine Gregoire,3,3,3
40044,Greenbluff r,Governor,prov,D,Christine Gregoire,4,4,4
40054,Greenbluff r,Governor,prov,D,Christine Gregoire,15,15,15
40064,Colbert s,Governor,prov,D,Christine Gregoire,1,1,1
40074,Greenbluff r,Governor,prov,D,Christine Gregoire,3,3,3
40094,Greenbluff r,Governor,prov,D,Christine Gregoire,4,4,4
40104,Greenbluff r,Governor,prov,D,Christine Gregoire,0,0,0
40114,Greenbluff r,Governor,prov,D,Christine Gregoire,3,3,3
40124,Greenbluff r,Governor,prov,D,Christine Gregoire,4,4,4
40134,Greenbluff r,Governor,prov,D,Christine Gregoire,3,3,3
40154,Foothills s,Governor,prov,D,Christine Gregoire,2,2,2
40164,Foothills s,Governor,prov,D,Christine Gregoire,9,9,9
40174,Foothills s,Governor,prov,D,Christine Gregoire,2,2,2
40184,Otis Orchards s,Governor,prov,D,Christine Gregoire,15,15,15
40194,Otis Orchards s,Governor,prov,D,Christine Gregoire,20,20,20
40204,Otis Orchards s,Governor,prov,D,Christine Gregoire,10,10,10
40214,Otis Orchards s,Governor,prov,D,Christine Gregoire,3,3,3
40224,Otis Orchards s,Governor,prov,D,Christine Gregoire,4,4,4
40244,Palouse r,Governor,prov,D,Christine Gregoire,3,3,3
40254,Palouse r,Governor,prov,D,Christine Gregoire,7,7,7
40274,Palouse r,Governor,prov,D,Christine Gregoire,2,2,2
40284,Palouse r,Governor,prov,D,Christine Gregoire,4,4,4
40294,Palouse r,Governor,prov,D,Christine Gregoire,4,4,4
42004,Millwood,Governor,prov,D,Christine Gregoire,5,5,5
42014,Millwood,Governor,prov,D,Christine Gregoire,7,7,7
43004,Liberty Lake,Governor,prov,D,Christine Gregoire,5,5,5
43014,Liberty Lake,Governor,prov,D,Christine Gregoire,5,5,5
44004,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44014,COSV,Governor,prov,D,Christine Gregoire,2,2,2
44024,COSV,Governor,prov,D,Christine Gregoire,7,7,7
44034,COSV,Governor,prov,D,Christine Gregoire,9,9,9
44044,COSV,Governor,prov,D,Christine Gregoire,7,7,7
44054,COSV,Governor,prov,D,Christine Gregoire,0,0,0
44064,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44074,COSV,Governor,prov,D,Christine Gregoire,6,6,6
44084,COSV,Governor,prov,D,Christine Gregoire,5,5,5
44094,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44104,COSV,Governor,prov,D,Christine Gregoire,9,9,9
44124,COSV,Governor,prov,D,Christine Gregoire,10,10,10
44134,COSV,Governor,prov,D,Christine Gregoire,12,12,12
44144,COSV,Governor,prov,D,Christine Gregoire,9,9,9
44154,COSV,Governor,prov,D,Christine Gregoire,8,8,8
44164,COSV,Governor,prov,D,Christine Gregoire,14,14,14
44174,COSV,Governor,prov,D,Christine Gregoire,23,23,23
44184,COSV,Governor,prov,D,Christine Gregoire,13,13,13
44194,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44204,COSV,Governor,prov,D,Christine Gregoire,15,15,15
44214,COSV,Governor,prov,D,Christine Gregoire,2,2,2
44224,COSV,Governor,prov,D,Christine Gregoire,1,1,1
44234,COSV,Governor,prov,D,Christine Gregoire,2,2,2
44244,COSV,Governor,prov,D,Christine Gregoire,1,1,1
44254,COSV,Governor,prov,D,Christine Gregoire,0,0,0
44264,COSV,Governor,prov,D,Christine Gregoire,8,8,8
44274,COSV,Governor,prov,D,Christine Gregoire,3,3,3
44284,COSV,Governor,prov,D,Christine Gregoire,10,10,10
44294,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44304,COSV,Governor,prov,D,Christine Gregoire,13,13,13
44314,COSV,Governor,prov,D,Christine Gregoire,12,12,12
44324,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44334,COSV,Governor,prov,D,Christine Gregoire,1,1,1
44344,COSV,Governor,prov,D,Christine Gregoire,22,22,22
44354,COSV,Governor,prov,D,Christine Gregoire,7,7,7
44364,COSV,Governor,prov,D,Christine Gregoire,13,13,13
44374,COSV,Governor,prov,D,Christine Gregoire,4,4,4
44384,COSV,Governor,prov,D,Christine Gregoire,0,0,0
44394,COSV,Governor,prov,D,Christine Gregoire,5,5,5
44404,COSV,Governor,prov,D,Christine Gregoire,13,13,13
44414,COSV,Governor,prov,D,Christine Gregoire,5,5,5
60004,Greenbluff r,Governor,prov,D,Christine Gregoire,0,0,0
60014,Greenbluff r,Governor,prov,D,Christine Gregoire,4,4,4
60024,Colbert s,Governor,prov,D,Christine Gregoire,6,6,6
60034,Colbert s,Governor,prov,D,Christine Gregoire,7,7,7
60044,Colbert s,Governor,prov,D,Christine Gregoire,2,2,2
60054,Colbert s,Governor,prov,D,Christine Gregoire,2,2,2
60064,Colbert s,Governor,prov,D,Christine Gregoire,4,4,4
60074,Colbert s,Governor,prov,D,Christine Gregoire,7,7,7
60094,Greenbluff r,Governor,prov,D,Christine Gregoire,6,6,6
60104,Greenbluff r,Governor,prov,D,Christine Gregoire,5,5,5
60114,Colbert s,Governor,prov,D,Christine Gregoire,2,2,2
60124,Colbert s,Governor,prov,D,Christine Gregoire,4,4,4
60144,Moran s,Governor,prov,D,Christine Gregoire,4,4,4
60154,Whitworth s,Governor,prov,D,Christine Gregoire,11,12,12
60164,Moran s,Governor,prov,D,Christine Gregoire,5,5,5
60184,Moran s,Governor,prov,D,Christine Gregoire,6,6,6
60194,Moran s,Governor,prov,D,Christine Gregoire,4,4,4
60204,Moran s,Governor,prov,D,Christine Gregoire,3,3,3
60224,West Plains r,Governor,prov,D,Christine Gregoire,3,3,3
60234,Whitworth s,Governor,prov,D,Christine Gregoire,5,5,5
60244,West Plains r,Governor,prov,D,Christine Gregoire,3,3,3
60264,West Plains r,Governor,prov,D,Christine Gregoire,2,2,2
60274,Colbert s,Governor,prov,D,Christine Gregoire,3,3,3
60294,Whitworth s,Governor,prov,D,Christine Gregoire,3,3,3
60304,Whitworth s,Governor,prov,D,Christine Gregoire,3,3,3
60314,Whitworth s,Governor,prov,D,Christine Gregoire,6,6,6
60324,Whitworth s,Governor,prov,D,Christine Gregoire,1,1,1
60334,Whitworth s,Governor,prov,D,Christine Gregoire,2,2,2
60344,Whitworth s,Governor,prov,D,Christine Gregoire,5,5,5
60354,Whitworth s,Governor,prov,D,Christine Gregoire,7,7,7
60364,Whitworth s,Governor,prov,D,Christine Gregoire,2,2,2
60374,Whitworth s,Governor,prov,D,Christine Gregoire,7,7,7
60384,Whitworth s,Governor,prov,D,Christine Gregoire,0,0,0
60394,Whitworth s,Governor,prov,D,Christine Gregoire,4,4,4
61004,Indian Trail,Governor,prov,D,Christine Gregoire,4,4,4
61014,Indian Trail,Governor,prov,D,Christine Gregoire,3,3,3
61024,Indian Trail,Governor,prov,D,Christine Gregoire,0,0,0
61034,Indian Trail,Governor,prov,D,Christine Gregoire,2,2,2
61044,Indian Trail,Governor,prov,D,Christine Gregoire,2,2,2
61054,Indian Trail,Governor,prov,D,Christine Gregoire,2,2,2
61064,Civil War,Governor,prov,D,Christine Gregoire,12,12,12
61074,Civil War,Governor,prov,D,Christine Gregoire,2,2,2
61084,Indian Trail,Governor,prov,D,Christine Gregoire,3,3,3
61094,Indian Trail,Governor,prov,D,Christine Gregoire,2,2,2
61104,Indian Trail,Governor,prov,D,Christine Gregoire,3,3,3
61114,Indian Trail,Governor,prov,D,Christine Gregoire,1,1,1
61124,Indian Trail,Governor,prov,D,Christine Gregoire,2,2,2
61134,Civil War,Governor,prov,D,Christine Gregoire,4,4,4
61144,Civil War,Governor,prov,D,Christine Gregoire,12,12,12
61154,Civil War,Governor,prov,D,Christine Gregoire,4,4,4
61164,Civil War,Governor,prov,D,Christine Gregoire,13,13,13
61174,Finch,Governor,prov,D,Christine Gregoire,6,6,6
61184,Shadle Park,Governor,prov,D,Christine Gregoire,3,3,3
61194,Shadle Park,Governor,prov,D,Christine Gregoire,9,9,9
61204,Shadle Park,Governor,prov,D,Christine Gregoire,2,2,2
61214,Shadle Park,Governor,prov,D,Christine Gregoire,6,6,6
61224,Shadle Park,Governor,prov,D,Christine Gregoire,2,2,2
61234,Shadle Park,Governor,prov,D,Christine Gregoire,21,21,21
61244,Shadle Park,Governor,prov,D,Christine Gregoire,6,5,6
61254,Shadle Park,Governor,prov,D,Christine Gregoire,8,8,8
61264,Shadle Park,Governor,prov,D,Christine Gregoire,9,9,9
61274,Shadle Park,Governor,prov,D,Christine Gregoire,8,8,8
61284,Shadle Park,Governor,prov,D,Christine Gregoire,7,7,7
61294,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
61304,South Hill,Governor,prov,D,Christine Gregoire,1,1,1
61314,South Hill,Governor,prov,D,Christine Gregoire,7,7,7
61324,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
61334,South Hill,Governor,prov,D,Christine Gregoire,9,9,9
61354,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
61364,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
61374,South Hill,Governor,prov,D,Christine Gregoire,4,4,4
61384,South Hill,Governor,prov,D,Christine Gregoire,4,4,4
61394,South Hill,Governor,prov,D,Christine Gregoire,4,4,4
61404,South Hill,Governor,prov,D,Christine Gregoire,9,9,9
61414,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
61424,South Hill,Governor,prov,D,Christine Gregoire,2,2,2
61434,South Hill,Governor,prov,D,Christine Gregoire,6,6,6
61444,South Hill,Governor,prov,D,Christine Gregoire,11,11,11
61454,South Hill,Governor,prov,D,Christine Gregoire,4,4,4
61464,South Hill,Governor,prov,D,Christine Gregoire,2,2,2
61474,South Hill,Governor,prov,D,Christine Gregoire,7,7,7
61484,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
61494,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
61504,South Hill,Governor,prov,D,Christine Gregoire,3,3,3
61514,South Hill,Governor,prov,D,Christine Gregoire,20,20,20
64004,COSV,Governor,prov,D,Christine Gregoire,0,0,0
70004,Greenbluff r,Governor,prov,D,Christine Gregoire,5,5,5
70014,Greenbluff r,Governor,prov,D,Christine Gregoire,2,2,2
70024,Greenbluff r,Governor,prov,D,Christine Gregoire,3,3,3
70034,Greenbluff r,Governor,prov,D,Christine Gregoire,0,0,0
70044,Greenbluff r,Governor,prov,D,Christine Gregoire,0,0,0
70054,Greenbluff r,Governor,prov,D,Christine Gregoire,2,2,2
70064,West Plains r,Governor,prov,D,Christine Gregoire,4,4,4
70074,West Plains r,Governor,prov,D,Christine Gregoire,4,4,4
70084,West Plains r,Governor,prov,D,Christine Gregoire,4,4,4
70094,West Plains r,Governor,prov,D,Christine Gregoire,7,7,7
70104,West Plains r,Governor,prov,D,Christine Gregoire,7,7,7
70114,Greenbluff r,Governor,prov,D,Christine Gregoire,3,3,3
70124,Greenbluff r,Governor,prov,D,Christine Gregoire,5,5,5
71004,Airway Heights,Governor,prov,D,Christine Gregoire,13,13,13
71014,Airway Heights,Governor,prov,D,Christine Gregoire,3,3,3
72004,Fairchild,Governor,prov,D,Christine Gregoire,6,6,6
73004,Deer Park,Governor,prov,D,Christine Gregoire,2,2,2
73014,Deer Park,Governor,prov,D,Christine Gregoire,6,6,6
90004,Palouse r,Governor,prov,D,Christine Gregoire,3,3,3
90034,Palouse r,Governor,prov,D,Christine Gregoire,4,4,4
90044,Palouse r,Governor,prov,D,Christine Gregoire,6,6,6
90054,Palouse r,Governor,prov,D,Christine Gregoire,3,3,3
90064,Palouse r,Governor,prov,D,Christine Gregoire,1,1,1
90074,West Plains r,Governor,prov,D,Christine Gregoire,6,6,6
90084,West Plains r,Governor,prov,D,Christine Gregoire,5,5,5
90094,West Plains r,Governor,prov,D,Christine Gregoire,8,8,8
90104,Palouse r,Governor,prov,D,Christine Gregoire,1,1,1
90154,Palouse r,Governor,prov,D,Christine Gregoire,1,1,1
90194,Moran s,Governor,prov,D,Christine Gregoire,3,3,3
91004,Medical Lake,Governor,prov,D,Christine Gregoire,5,5,5
91014,Medical Lake,Governor,prov,D,Christine Gregoire,4,4,4
92004,Cheney,Governor,prov,D,Christine Gregoire,6,6,6
92014,Cheney,Governor,prov,D,Christine Gregoire,5,5,5
92024,Cheney,Governor,prov,D,Christine Gregoire,10,10,10
92034,Cheney,Governor,prov,D,Christine Gregoire,14,14,14
95004,Fairfield,Governor,prov,D,Christine Gregoire,2,2,2
SPOKANE WA,SPOKANE WA,Governor,prov,D,Christine Gregoire,90352,90573,90581
precinct,area,office,district,party,candidate,total,machine,hand
31002,NOE,Governor,abs,R,Dino Rossi,90,90,90
31012,Hillyard,Governor,abs,R,Dino Rossi,72,72,72
31022,NOE,Governor,abs,R,Dino Rossi,75,75,75
31032,Hillyard,Governor,abs,R,Dino Rossi,78,78,78
31042,NOE,Governor,abs,R,Dino Rossi,107,108,108
31052,NOE,Governor,abs,R,Dino Rossi,99,99,99
31062,NOE,Governor,abs,R,Dino Rossi,74,74,74
31072,NOE,Governor,abs,R,Dino Rossi,103,103,103
31082,Shadle Park,Governor,abs,R,Dino Rossi,170,170,170
31092,Shadle Park,Governor,abs,R,Dino Rossi,128,128,128
31102,Shadle Park,Governor,abs,R,Dino Rossi,120,120,121
31112,Shadle Park,Governor,abs,R,Dino Rossi,131,131,131
31122,Hillyard,Governor,abs,R,Dino Rossi,103,103,103
31132,Hillyard,Governor,abs,R,Dino Rossi,58,58,58
31142,NOE,Governor,abs,R,Dino Rossi,88,88,88
31152,NOE,Governor,abs,R,Dino Rossi,96,96,96
31162,NOE,Governor,abs,R,Dino Rossi,98,98,98
31172,NOE,Governor,abs,R,Dino Rossi,92,92,92
31182,NOE,Governor,abs,R,Dino Rossi,105,105,105
31192,NOE,Governor,abs,R,Dino Rossi,129,129,129
31202,NOE,Governor,abs,R,Dino Rossi,102,102,102
31212,East Central,Governor,abs,R,Dino Rossi,123,123,123
31222,East Central,Governor,abs,R,Dino Rossi,113,113,112
31232,East Central,Governor,abs,R,Dino Rossi,83,83,83
31242,Shadle Park,Governor,abs,R,Dino Rossi,131,131,131
31252,Shadle Park,Governor,abs,R,Dino Rossi,107,107,107
31262,Shadle Park,Governor,abs,R,Dino Rossi,144,144,144
31272,Shadle Park,Governor,abs,R,Dino Rossi,179,179,179
31282,Shadle Park,Governor,abs,R,Dino Rossi,102,102,102
31292,South Hill,Governor,abs,R,Dino Rossi,117,117,117
31302,South Hill,Governor,abs,R,Dino Rossi,67,67,67
31312,East Central,Governor,abs,R,Dino Rossi,96,96,96
31322,South Hill,Governor,abs,R,Dino Rossi,120,120,120
31332,South Hill,Governor,abs,R,Dino Rossi,88,88,88
31342,South Hill,Governor,abs,R,Dino Rossi,107,107,107
31352,South Hill,Governor,abs,R,Dino Rossi,68,68,68
31362,Shadle Park,Governor,abs,R,Dino Rossi,100,100,100
31372,East Central,Governor,abs,R,Dino Rossi,102,102,102
31382,East Central,Governor,abs,R,Dino Rossi,111,111,111
31392,East Central,Governor,abs,R,Dino Rossi,80,80,80
31402,East Central,Governor,abs,R,Dino Rossi,85,85,85
31412,East Central,Governor,abs,R,Dino Rossi,89,89,89
31422,East Central,Governor,abs,R,Dino Rossi,70,70,70
31432,West Central,Governor,abs,R,Dino Rossi,133,133,133
31442,West Central,Governor,abs,R,Dino Rossi,122,122,122
31452,Shadle Park,Governor,abs,R,Dino Rossi,97,97,97
31462,West Central,Governor,abs,R,Dino Rossi,128,128,128
31472,West Central,Governor,abs,R,Dino Rossi,102,102,102
31482,West Central,Governor,abs,R,Dino Rossi,88,88,88
31492,West Central,Governor,abs,R,Dino Rossi,101,101,101
31502,West Central,Governor,abs,R,Dino Rossi,124,124,124
31512,West Central,Governor,abs,R,Dino Rossi,111,111,111
31522,Browne's Add,Governor,abs,R,Dino Rossi,146,146,146
31532,Browne's Add,Governor,abs,R,Dino Rossi,50,50,50
31542,East Central,Governor,abs,R,Dino Rossi,44,44,44
31552,South Hill,Governor,abs,R,Dino Rossi,170,170,170
31562,South Hill,Governor,abs,R,Dino Rossi,185,185,185
31572,South Hill,Governor,abs,R,Dino Rossi,174,174,174
31582,South Hill,Governor,abs,R,Dino Rossi,156,156,156
31592,South Hill,Governor,abs,R,Dino Rossi,96,96,96
31602,South Hill,Governor,abs,R,Dino Rossi,158,158,158
31612,South Hill,Governor,abs,R,Dino Rossi,108,108,108
31622,South Hill,Governor,abs,R,Dino Rossi,63,63,63
31632,South Hill,Governor,abs,R,Dino Rossi,78,78,78
31642,South Hill,Governor,abs,R,Dino Rossi,85,85,85
31652,South Hill,Governor,abs,R,Dino Rossi,78,78,78
40002,Greenbluff r,Governor,abs,R,Dino Rossi,143,143,143
40012,Greenbluff r,Governor,abs,R,Dino Rossi,183,183,183
40022,Greenbluff r,Governor,abs,R,Dino Rossi,245,245,245
40032,Colbert s,Governor,abs,R,Dino Rossi,205,205,205
40042,Greenbluff r,Governor,abs,R,Dino Rossi,128,128,128
40052,Greenbluff r,Governor,abs,R,Dino Rossi,206,206,206
40062,Colbert s,Governor,abs,R,Dino Rossi,242,242,242
40072,Greenbluff r,Governor,abs,R,Dino Rossi,129,129,129
40092,Greenbluff r,Governor,abs,R,Dino Rossi,107,107,107
40102,Greenbluff r,Governor,abs,R,Dino Rossi,83,83,83
40112,Greenbluff r,Governor,abs,R,Dino Rossi,170,171,171
40122,Greenbluff r,Governor,abs,R,Dino Rossi,203,203,203
40132,Greenbluff r,Governor,abs,R,Dino Rossi,169,169,169
40152,Foothills s,Governor,abs,R,Dino Rossi,150,150,150
40162,Foothills s,Governor,abs,R,Dino Rossi,201,201,201
40172,Foothills s,Governor,abs,R,Dino Rossi,209,209,209
40182,Otis Orchards s,Governor,abs,R,Dino Rossi,110,110,110
40192,Otis Orchards s,Governor,abs,R,Dino Rossi,132,132,132
40202,Otis Orchards s,Governor,abs,R,Dino Rossi,203,203,203
40212,Otis Orchards s,Governor,abs,R,Dino Rossi,181,181,181
40222,Otis Orchards s,Governor,abs,R,Dino Rossi,186,186,186
40242,Palouse r,Governor,abs,R,Dino Rossi,196,196,196
40252,Palouse r,Governor,abs,R,Dino Rossi,209,209,209
40272,Palouse r,Governor,abs,R,Dino Rossi,89,89,89
40282,Palouse r,Governor,abs,R,Dino Rossi,186,186,186
40292,Palouse r,Governor,abs,R,Dino Rossi,139,139,139
42002,Millwood,Governor,abs,R,Dino Rossi,117,117,117
42012,Millwood,Governor,abs,R,Dino Rossi,69,69,69
43002,Liberty Lake,Governor,abs,R,Dino Rossi,350,350,350
43012,Liberty Lake,Governor,abs,R,Dino Rossi,316,316,316
44002,COSV,Governor,abs,R,Dino Rossi,116,116,116
44012,COSV,Governor,abs,R,Dino Rossi,198,198,198
44022,COSV,Governor,abs,R,Dino Rossi,147,147,148
44032,COSV,Governor,abs,R,Dino Rossi,128,128,128
44042,COSV,Governor,abs,R,Dino Rossi,255,255,255
44052,COSV,Governor,abs,R,Dino Rossi,115,115,115
44062,COSV,Governor,abs,R,Dino Rossi,180,180,180
44072,COSV,Governor,abs,R,Dino Rossi,192,192,192
44082,COSV,Governor,abs,R,Dino Rossi,221,221,221
44092,COSV,Governor,abs,R,Dino Rossi,206,206,206
44102,COSV,Governor,abs,R,Dino Rossi,372,372,372
44112,COSV,Governor,abs,R,Dino Rossi,121,121,122
44122,COSV,Governor,abs,R,Dino Rossi,314,314,314
44132,COSV,Governor,abs,R,Dino Rossi,183,183,183
44142,COSV,Governor,abs,R,Dino Rossi,218,218,218
44152,COSV,Governor,abs,R,Dino Rossi,203,203,203
44162,COSV,Governor,abs,R,Dino Rossi,222,222,222
44172,COSV,Governor,abs,R,Dino Rossi,182,182,182
44182,COSV,Governor,abs,R,Dino Rossi,299,299,299
44192,COSV,Governor,abs,R,Dino Rossi,180,180,180
44202,COSV,Governor,abs,R,Dino Rossi,194,194,194
44212,COSV,Governor,abs,R,Dino Rossi,149,149,149
44222,COSV,Governor,abs,R,Dino Rossi,149,149,149
44232,COSV,Governor,abs,R,Dino Rossi,190,190,190
44242,COSV,Governor,abs,R,Dino Rossi,161,161,161
44252,COSV,Governor,abs,R,Dino Rossi,132,132,132
44262,COSV,Governor,abs,R,Dino Rossi,260,260,260
44272,COSV,Governor,abs,R,Dino Rossi,187,187,187
44282,COSV,Governor,abs,R,Dino Rossi,302,302,302
44292,COSV,Governor,abs,R,Dino Rossi,232,232,232
44302,COSV,Governor,abs,R,Dino Rossi,165,165,165
44312,COSV,Governor,abs,R,Dino Rossi,157,157,157
44322,COSV,Governor,abs,R,Dino Rossi,210,210,210
44332,COSV,Governor,abs,R,Dino Rossi,185,185,185
44342,COSV,Governor,abs,R,Dino Rossi,266,266,266
44352,COSV,Governor,abs,R,Dino Rossi,185,185,185
44362,COSV,Governor,abs,R,Dino Rossi,231,231,232
44372,COSV,Governor,abs,R,Dino Rossi,213,213,213
44382,COSV,Governor,abs,R,Dino Rossi,99,99,99
44392,COSV,Governor,abs,R,Dino Rossi,193,193,193
44402,COSV,Governor,abs,R,Dino Rossi,303,303,303
44412,COSV,Governor,abs,R,Dino Rossi,57,57,57
60002,Greenbluff r,Governor,abs,R,Dino Rossi,126,126,126
60012,Greenbluff r,Governor,abs,R,Dino Rossi,220,220,220
60022,Colbert s,Governor,abs,R,Dino Rossi,112,112,112
60032,Colbert s,Governor,abs,R,Dino Rossi,130,130,130
60042,Colbert s,Governor,abs,R,Dino Rossi,120,120,120
60052,Colbert s,Governor,abs,R,Dino Rossi,281,281,281
60062,Colbert s,Governor,abs,R,Dino Rossi,127,127,127
60072,Colbert s,Governor,abs,R,Dino Rossi,89,89,89
60092,Greenbluff r,Governor,abs,R,Dino Rossi,221,221,221
60102,Greenbluff r,Governor,abs,R,Dino Rossi,133,133,133
60112,Colbert s,Governor,abs,R,Dino Rossi,94,94,94
60122,Colbert s,Governor,abs,R,Dino Rossi,106,106,106
60142,Moran s,Governor,abs,R,Dino Rossi,151,152,152
60152,Whitworth s,Governor,abs,R,Dino Rossi,180,181,181
60162,Moran s,Governor,abs,R,Dino Rossi,183,183,183
60182,Moran s,Governor,abs,R,Dino Rossi,240,240,240
60192,Moran s,Governor,abs,R,Dino Rossi,192,192,192
60202,Moran s,Governor,abs,R,Dino Rossi,206,206,206
60222,West Plains r,Governor,abs,R,Dino Rossi,166,165,166
60232,Whitworth s,Governor,abs,R,Dino Rossi,221,221,221
60242,West Plains r,Governor,abs,R,Dino Rossi,88,88,88
60262,West Plains r,Governor,abs,R,Dino Rossi,65,65,65
60272,Colbert s,Governor,abs,R,Dino Rossi,132,132,133
60292,Whitworth s,Governor,abs,R,Dino Rossi,107,106,108
60302,Whitworth s,Governor,abs,R,Dino Rossi,137,137,137
60312,Whitworth s,Governor,abs,R,Dino Rossi,157,157,157
60322,Whitworth s,Governor,abs,R,Dino Rossi,144,144,144
60332,Whitworth s,Governor,abs,R,Dino Rossi,147,147,147
60342,Whitworth s,Governor,abs,R,Dino Rossi,135,135,135
60352,Whitworth s,Governor,abs,R,Dino Rossi,121,121,121
60362,Whitworth s,Governor,abs,R,Dino Rossi,126,126,126
60372,Whitworth s,Governor,abs,R,Dino Rossi,126,126,126
60382,Whitworth s,Governor,abs,R,Dino Rossi,112,113,113
60392,Whitworth s,Governor,abs,R,Dino Rossi,100,100,100
61002,Indian Trail,Governor,abs,R,Dino Rossi,182,182,182
61012,Indian Trail,Governor,abs,R,Dino Rossi,182,183,183
61022,Indian Trail,Governor,abs,R,Dino Rossi,166,166,166
61032,Indian Trail,Governor,abs,R,Dino Rossi,225,225,225
61042,Indian Trail,Governor,abs,R,Dino Rossi,175,175,175
61052,Indian Trail,Governor,abs,R,Dino Rossi,169,169,169
61062,Civil War,Governor,abs,R,Dino Rossi,163,163,163
61072,Civil War,Governor,abs,R,Dino Rossi,158,158,158
61082,Indian Trail,Governor,abs,R,Dino Rossi,163,163,163
61092,Indian Trail,Governor,abs,R,Dino Rossi,130,130,130
61102,Indian Trail,Governor,abs,R,Dino Rossi,87,87,87
61112,Indian Trail,Governor,abs,R,Dino Rossi,94,94,94
61122,Indian Trail,Governor,abs,R,Dino Rossi,142,142,142
61132,Civil War,Governor,abs,R,Dino Rossi,126,126,126
61142,Civil War,Governor,abs,R,Dino Rossi,90,90,90
61152,Civil War,Governor,abs,R,Dino Rossi,68,68,68
61162,Civil War,Governor,abs,R,Dino Rossi,209,209,209
61172,Finch,Governor,abs,R,Dino Rossi,122,122,122
61182,Shadle Park,Governor,abs,R,Dino Rossi,96,96,96
61192,Shadle Park,Governor,abs,R,Dino Rossi,154,154,154
61202,Shadle Park,Governor,abs,R,Dino Rossi,145,145,145
61212,Shadle Park,Governor,abs,R,Dino Rossi,124,124,124
61222,Shadle Park,Governor,abs,R,Dino Rossi,122,122,122
61232,Shadle Park,Governor,abs,R,Dino Rossi,183,183,183
61242,Shadle Park,Governor,abs,R,Dino Rossi,149,149,149
61252,Shadle Park,Governor,abs,R,Dino Rossi,130,132,132
61262,Shadle Park,Governor,abs,R,Dino Rossi,140,140,140
61272,Shadle Park,Governor,abs,R,Dino Rossi,157,157,157
61282,Shadle Park,Governor,abs,R,Dino Rossi,157,157,157
61292,South Hill,Governor,abs,R,Dino Rossi,95,95,95
61302,South Hill,Governor,abs,R,Dino Rossi,89,89,89
61312,South Hill,Governor,abs,R,Dino Rossi,97,97,97
61322,South Hill,Governor,abs,R,Dino Rossi,97,97,97
61332,South Hill,Governor,abs,R,Dino Rossi,143,143,143
61352,South Hill,Governor,abs,R,Dino Rossi,226,226,227
61362,South Hill,Governor,abs,R,Dino Rossi,151,151,151
61372,South Hill,Governor,abs,R,Dino Rossi,230,230,230
61382,South Hill,Governor,abs,R,Dino Rossi,84,84,84
61392,South Hill,Governor,abs,R,Dino Rossi,131,131,131
61402,South Hill,Governor,abs,R,Dino Rossi,223,223,223
61412,South Hill,Governor,abs,R,Dino Rossi,165,165,165
61422,South Hill,Governor,abs,R,Dino Rossi,114,114,114
61432,South Hill,Governor,abs,R,Dino Rossi,113,113,113
61442,South Hill,Governor,abs,R,Dino Rossi,144,144,144
61452,South Hill,Governor,abs,R,Dino Rossi,152,152,152
61462,South Hill,Governor,abs,R,Dino Rossi,154,154,154
61472,South Hill,Governor,abs,R,Dino Rossi,137,137,137
61482,South Hill,Governor,abs,R,Dino Rossi,121,121,121
61492,South Hill,Governor,abs,R,Dino Rossi,151,151,151
61502,South Hill,Governor,abs,R,Dino Rossi,72,72,72
61512,South Hill,Governor,abs,R,Dino Rossi,150,150,150
64002,COSV,Governor,abs,R,Dino Rossi,63,63,63
70002,Greenbluff r,Governor,abs,R,Dino Rossi,172,172,172
